solarradiation,humidity,month,hour,Clear,Overcast,Partially cloudy,Rain,"Rain, Overcast","Rain, Partially cloudy",holiday,Domingo,Quarta,Quinta,Segunda,Sexta,Sábado,Terça,Hídrica,Eólica,Solar,Biomassa,Ondas,Gás Natural - Ciclo Combinado,Gás natural - Cogeração,Carvão,Outra Térmica,Importação,Exportação,Bombagem,Injeção de Baterias,Consumo Baterias,Consumo,Total Consumption (Portugal),Portugal,Active Energy (MWh) - Porto
0.0,93.4,11,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1197.4643251438256,299.6250089573815,0.16246442128636654,282.56624472231306,0.0,2315.3616999626533,233.84722638906385,0.0,8.529382117534244,0.0,566.127584025005,25.242909457369205,0.0,0.0,18429.1,18429.1,102.2,3607.7020318601685
0.0,94.48,11,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1410.6785700295206,332.44282205722754,72.96683321023937,278.4234019795107,0.0,2256.6308116676314,247.94101493565617,0.0,8.752770696803,0.0,451.3464703861871,0.0,0.0,0.0,20451.6,20451.6,120.0,4216.678334946722
29.9,89.34,11,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,643.2169519253861,417.67571907458756,382.0960108128733,277.8344684523476,0.0,2217.883047190833,252.44940262635282,0.0,8.326301590926287,643.115411662082,0.0,4.244383006106326,0.0,0.0,23800.9,23800.9,144.41,4989.980035603874
125.7,88.91,11,9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,568.8894791868734,370.398572480255,686.0669430396653,271.6405123908049,0.0,2039.0097193545434,243.00615813908277,0.0,8.16383716963992,917.0101178982352,0.0,53.856955656430515,0.0,0.0,24834.0,24834.0,152.29,5221.5110428667085
258.8,78.31,11,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,433.9830853612067,344.70888586434825,774.5897445880742,262.82681753601946,0.0,1992.0575016027838,232.141349965557,0.0,8.001372748353553,1145.2726298055802,0.0,86.9184653882061,0.0,0.0,25101.2,25101.2,129.0,5295.898633087442
354.3,71.87,11,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,380.8166034952432,261.01940084920864,759.3993211977988,266.6041153309275,0.0,1938.038081525067,239.39132476546112,0.0,8.224761327622307,1663.3716692878031,0.0,306.3469743881049,0.0,0.0,25610.1,25610.1,115.3,5395.913033562449
401.4,65.13,11,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,310.3679688149425,208.80739745830263,683.9549055629424,271.64051239080493,0.0,1955.6654712346374,236.20296049771616,0.0,8.20445327496151,1837.4116805908236,0.0,473.94933299765285,0.0,0.0,24770.8,24770.8,106.3,5256.527907874706
409.6,64.31,11,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,197.37396381027457,165.91679023870185,628.8388506415425,267.5179777006633,0.0,2198.7122454790415,232.97398012464964,0.0,8.184145222300714,1798.54206779806,0.0,445.9242203257546,0.0,0.0,24840.8,24840.8,105.33,5261.764014402973
351.1,72.93,11,14,0,1,0,0,0,0,0,0,1,0,0,0,0,0,209.59941151207363,186.1436106888545,546.8958581552314,267.76167433259286,0.0,2145.992540771616,231.55241643839395,0.0,8.40753380156947,1866.7365086330126,0.0,223.75412421664834,0.0,0.0,25765.8,25765.8,103.54,5440.262431291522
204.0,75.02,11,15,0,1,0,0,0,0,0,0,1,0,0,0,0,0,291.7861006303143,246.1945224068277,422.81365639776897,270.76726612639067,0.0,2184.4153764058415,235.69525918119626,0.0,8.245069380283104,1903.9205530549298,0.0,312.9470915028636,0.0,0.0,25815.7,25815.7,107.74,5435.087183456736
122.0,72.23,11,16,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1003.3396497592784,289.4100584690012,205.4565687692713,262.42065648280357,0.0,2262.641995255227,252.51032678433523,0.0,8.387225748908673,972.1464808722959,0.0,6.985970115313761,0.0,0.0,25824.9,25824.9,107.28,5415.097497962798
72.9,82.25,11,17,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1961.900043401502,390.32077214049565,11.981751069869533,270.7875741790515,0.0,2173.8551890222275,271.3765077062145,0.0,8.468457959551857,275.9661276075544,0.0,0.0,0.0,0.0,26391.7,26391.7,125.72,5418.77619114045
6.1,79.04,11,18,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2035.4151940335828,506.32036893896134,0.12184831596477494,271.96544123337765,0.0,2214.9586876076783,284.657974146375,0.0,8.894927065428568,246.8240720393124,0.0,0.0,0.0,0.0,27400.4,27400.4,166.29,5415.246563043518
0.0,82.3,11,19,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1767.4910552797032,728.2467684161381,0.08123221064318328,277.30645908316694,0.0,2256.0621861931295,288.78050883651656,0.0,8.854310960106977,399.1750831006026,0.0,90.71607123577493,0.0,0.0,27730.2,27730.2,180.0,5464.906619543965
0.0,82.22,11,20,0,1,0,0,0,0,0,0,1,0,0,0,0,0,709.4821277575627,927.9967743877258,0.08123221064318328,284.08934867187276,0.0,2208.7850395987966,285.5312204107892,0.0,9.098007592036527,1188.5084739204144,0.0,194.69330085904954,0.0,0.0,26655.2,26655.2,177.65,5256.868612525522
0.0,87.64,11,21,1,0,0,0,0,0,0,0,1,0,0,0,0,0,320.05490993414213,1106.4436331181387,0.08123221064318328,278.3827858741891,0.0,2216.01470634604,270.80788223171226,0.0,8.996467328732548,1321.140365848072,0.0,370.09395169034303,0.0,0.0,25331.399999999998,25331.399999999998,189.0,5012.6247399840895
0.0,87.56,11,22,1,0,0,0,0,0,0,0,1,0,0,0,0,0,161.93641191718586,1214.1169283256781,0.08123221064318328,274.52425586863785,0.0,2133.239083700636,267.39612938469855,0.0,8.813694854785386,1210.055317793519,0.0,449.84367448928816,0.0,0.0,23695.9,23695.9,146.69,4697.442190424353
0.0,87.47,11,23,0,0,1,0,0,0,0,0,1,0,0,0,0,0,77.90169000681277,1442.9480657075253,0.02030805266079582,275.5193504490169,0.0,1851.9319382432925,255.08944947225626,0.0,8.854310960106977,1117.7146023448802,0.0,641.2064547119672,0.0,0.0,21564.7,21564.7,120.53,4262.231040117553
0.0,93.51,11,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,75.48503174017807,1881.9472400759487,0.02030805266079582,282.03823535313234,0.0,1301.9898721889415,229.62315143561835,0.0,8.427841854230264,1036.1980789644458,0.0,944.974306412151,0.0,0.0,18995.7,18995.7,120.0,3683.368682302006
0.0,99.85,11,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,71.50465341866209,1893.157285144708,0.02030805266079582,279.4388046125505,0.0,1349.2670187832744,229.92777222553028,0.0,8.44814990689106,1187.9398484459123,0.0,1270.3702341960825,0.0,0.0,18388.6,18388.6,104.11,3554.18547184177
0.0,93.64,11,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,75.80996058275079,1944.7194308504681,0.0,275.72243097562483,0.0,1183.0659158073213,230.47608964737174,0.0,8.590306275516632,1645.9270520521795,0.0,1653.0957946414405,0.0,0.0,18198.3,18198.3,98.7,3507.838081537212
0.0,99.6,11,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,76.90659542643377,1991.387335864977,0.0,279.0732596646562,0.0,1105.407922432438,230.53701380535415,0.0,8.752770696803,1500.2980064216126,0.0,1492.9261833057437,0.0,0.0,18154.6,18154.6,93.7,3491.033953253268
0.0,99.63,11,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,79.28263758774688,1990.818710390475,0.0,279.35757240190725,0.0,1387.0399967323544,227.95789111743306,0.0,8.773078749463794,556.2578704318582,0.0,757.3685159317193,0.0,0.0,18533.5,18533.5,90.91,3577.2479831712967
0.0,99.79,11,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,397.0021214658975,1869.660868216167,0.06092415798238747,286.85124383374097,0.0,1617.4145461164221,232.97398012464964,0.0,9.03708343405414,0.0,399.1141589426203,0.9950945803789952,0.0,0.0,19739.4,19739.4,92.52,3888.65633577421
