Unidades: €/MW
Informação acedida em: 10/12/2024 22:58:01
Data;Hora;Portugal;Espanha
2022-01-01;1;145.86;145.86
2022-01-01;2;114.90;114.90
2022-01-01;3;113.87;113.87
2022-01-01;4;97.80;97.80
2022-01-01;5;97.80;97.80
2022-01-01;6;95.74;95.74
2022-01-01;7;97.80;97.80
2022-01-01;8;97.80;97.80
2022-01-01;9;97.80;97.80
2022-01-01;10;70.05;70.05
2022-01-01;11;76.79;76.79
2022-01-01;12;84.10;84.10
2022-01-01;13;94.74;94.74
2022-01-01;14;96.80;96.80
2022-01-01;15;97.80;97.80
2022-01-01;16;98.52;98.52
2022-01-01;17;114.50;114.50
2022-01-01;18;149.97;149.97
2022-01-01;19;177.22;177.22
2022-01-01;20;187.52;187.52
2022-01-01;21;189.26;189.26
2022-01-01;22;190.81;190.81
2022-01-01;23;188.39;188.39
2022-01-01;24;167.26;167.26
2022-01-02;1;133.21;133.21
2022-01-02;2;115.87;115.87
2022-01-02;3;110.52;110.52
2022-01-02;4;113.00;113.00
2022-01-02;5;115.87;115.87
2022-01-02;6;110.52;110.52
2022-01-02;7;115.87;115.87
2022-01-02;8;129.60;129.60
2022-01-02;9;115.87;115.87
2022-01-02;10;115.87;115.87
2022-01-02;11;113.00;113.00
2022-01-02;12;115.87;103.70
2022-01-02;13;110.00;103.70
2022-01-02;14;110.52;110.52
2022-01-02;15;115.87;115.87
2022-01-02;16;109.80;109.50
2022-01-02;17;115.87;115.87
2022-01-02;18;159.79;159.79
2022-01-02;19;194.25;194.25
2022-01-02;20;198.00;198.00
2022-01-02;21;208.38;208.38
2022-01-02;22;209.10;209.10
2022-01-02;23;191.36;191.36
2022-01-02;24;178.00;178.00
2022-01-03;1;181.50;181.50
2022-01-03;2;160.72;160.72
2022-01-03;3;154.64;154.64
2022-01-03;4;149.86;149.86
2022-01-03;5;144.49;144.49
2022-01-03;6;148.86;148.86
2022-01-03;7;153.77;153.77
2022-01-03;8;160.72;160.72
2022-01-03;9;189.26;189.26
2022-01-03;10;183.54;183.54
2022-01-03;11;160.72;160.72
2022-01-03;12;152.20;152.20
2022-01-03;13;148.86;148.86
2022-01-03;14;142.04;142.04
2022-01-03;15;127.38;127.38
2022-01-03;16;112.87;112.87
2022-01-03;17;126.80;126.80
2022-01-03;18;148.49;148.49
2022-01-03;19;175.06;175.06
2022-01-03;20;180.00;180.00
2022-01-03;21;153.77;153.77
2022-01-03;22;141.94;141.94
2022-01-03;23;114.11;114.11
2022-01-03;24;100.36;100.36
2022-01-04;1;125.47;125.47
2022-01-04;2;115.55;115.55
2022-01-04;3;113.29;113.29
2022-01-04;4;105.81;105.81
2022-01-04;5;105.00;105.00
2022-01-04;6;115.11;115.11
2022-01-04;7;153.77;153.77
2022-01-04;8;161.03;161.03
2022-01-04;9;178.91;178.91
2022-01-04;10;190.00;190.00
2022-01-04;11;189.88;189.88
2022-01-04;12;182.42;182.42
2022-01-04;13;182.46;182.46
2022-01-04;14;179.59;179.59
2022-01-04;15;163.20;163.20
2022-01-04;16;157.30;157.30
2022-01-04;17;157.30;157.30
2022-01-04;18;163.78;163.78
2022-01-04;19;184.94;184.94
2022-01-04;20;178.99;178.99
2022-01-04;21;156.12;156.12
2022-01-04;22;148.65;148.65
2022-01-04;23;137.92;137.92
2022-01-04;24;112.87;105.00
2022-01-05;1;132.80;120.11
2022-01-05;2;106.70;105.10
2022-01-05;3;84.50;84.50
2022-01-05;4;80.00;75.38
2022-01-05;5;79.11;79.11
2022-01-05;6;94.79;94.79
2022-01-05;7;169.04;169.04
2022-01-05;8;206.07;206.07
2022-01-05;9;211.13;211.13
2022-01-05;10;213.86;213.86
2022-01-05;11;209.10;209.10
2022-01-05;12;202.80;202.80
2022-01-05;13;199.89;199.89
2022-01-05;14;197.34;197.34
2022-01-05;15;195.60;195.60
2022-01-05;16;200.00;200.00
2022-01-05;17;206.07;206.07
2022-01-05;18;211.23;211.23
2022-01-05;19;225.00;225.00
2022-01-05;20;250.34;250.34
2022-01-05;21;241.93;241.93
2022-01-05;22;218.95;218.95
2022-01-05;23;207.46;207.46
2022-01-05;24;200.00;200.00
2022-01-06;1;207.15;207.15
2022-01-06;2;204.22;204.22
2022-01-06;3;191.82;191.82
2022-01-06;4;180.70;180.70
2022-01-06;5;170.10;170.10
2022-01-06;6;194.38;194.38
2022-01-06;7;204.22;204.22
2022-01-06;8;216.14;216.14
2022-01-06;9;219.42;219.42
2022-01-06;10;220.00;220.00
2022-01-06;11;214.90;214.90
2022-01-06;12;207.90;207.90
2022-01-06;13;205.00;205.00
2022-01-06;14;204.43;204.43
2022-01-06;15;196.84;196.84
2022-01-06;16;189.89;189.89
2022-01-06;17;202.17;202.17
2022-01-06;18;222.31;222.31
2022-01-06;19;273.44;273.44
2022-01-06;20;278.36;278.36
2022-01-06;21;251.71;251.71
2022-01-06;22;229.96;229.96
2022-01-06;23;216.44;216.44
2022-01-06;24;210.00;210.00
2022-01-07;1;213.47;213.47
2022-01-07;2;189.00;189.00
2022-01-07;3;180.00;180.00
2022-01-07;4;164.90;164.90
2022-01-07;5;162.80;162.80
2022-01-07;6;165.00;165.00
2022-01-07;7;165.20;165.20
2022-01-07;8;215.89;215.89
2022-01-07;9;243.84;243.84
2022-01-07;10;250.01;250.01
2022-01-07;11;240.00;240.00
2022-01-07;12;232.53;232.53
2022-01-07;13;216.28;216.28
2022-01-07;14;211.94;211.94
2022-01-07;15;207.05;207.05
2022-01-07;16;210.11;210.11
2022-01-07;17;220.21;220.21
2022-01-07;18;243.84;243.84
2022-01-07;19;260.00;260.00
2022-01-07;20;250.00;250.00
2022-01-07;21;243.84;243.84
2022-01-07;22;243.84;243.84
2022-01-07;23;235.69;235.69
2022-01-07;24;215.10;215.10
2022-01-08;1;270.02;270.02
2022-01-08;2;237.86;237.86
2022-01-08;3;215.89;215.89
2022-01-08;4;211.44;211.44
2022-01-08;5;200.90;200.90
2022-01-08;6;200.00;200.00
2022-01-08;7;201.36;201.36
2022-01-08;8;209.09;209.09
2022-01-08;9;215.89;215.89
2022-01-08;10;231.00;231.00
2022-01-08;11;228.95;228.95
2022-01-08;12;215.39;215.39
2022-01-08;13;206.68;206.68
2022-01-08;14;185.00;185.00
2022-01-08;15;169.52;169.52
2022-01-08;16;162.80;162.80
2022-01-08;17;161.73;161.73
2022-01-08;18;189.90;189.90
2022-01-08;19;206.68;206.68
2022-01-08;20;210.00;210.00
2022-01-08;21;210.00;210.00
2022-01-08;22;209.37;209.37
2022-01-08;23;185.30;185.30
2022-01-08;24;168.80;147.94
2022-01-09;1;109.18;109.18
2022-01-09;2;89.61;89.61
2022-01-09;3;80.24;80.24
2022-01-09;4;55.46;55.46
2022-01-09;5;45.82;45.82
2022-01-09;6;48.50;48.50
2022-01-09;7;74.29;74.29
2022-01-09;8;89.78;89.78
2022-01-09;9;104.79;104.79
2022-01-09;10;140.00;140.00
2022-01-09;11;140.00;140.00
2022-01-09;12;120.00;120.00
2022-01-09;13;69.77;69.77
2022-01-09;14;69.77;69.77
2022-01-09;15;57.96;57.96
2022-01-09;16;14.00;14.00
2022-01-09;17;92.52;92.52
2022-01-09;18;159.90;159.90
2022-01-09;19;207.90;207.90
2022-01-09;20;240.00;240.00
2022-01-09;21;230.82;230.82
2022-01-09;22;214.02;214.02
2022-01-09;23;215.88;215.88
2022-01-09;24;205.60;191.64
2022-01-10;1;196.23;196.23
2022-01-10;2;165.00;165.00
2022-01-10;3;158.70;158.70
2022-01-10;4;159.30;159.30
2022-01-10;5;160.10;160.10
2022-01-10;6;173.01;173.01
2022-01-10;7;200.10;200.10
2022-01-10;8;228.46;228.46
2022-01-10;9;234.74;234.74
2022-01-10;10;240.00;240.00
2022-01-10;11;238.76;238.76
2022-01-10;12;228.38;228.38
2022-01-10;13;222.53;222.53
2022-01-10;14;216.01;216.01
2022-01-10;15;206.01;206.01
2022-01-10;16;200.99;200.99
2022-01-10;17;223.00;223.00
2022-01-10;18;256.01;256.01
2022-01-10;19;286.40;286.40
2022-01-10;20;294.98;294.98
2022-01-10;21;267.45;267.45
2022-01-10;22;242.23;242.23
2022-01-10;23;217.03;217.03
2022-01-10;24;198.93;198.93
2022-01-11;1;210.34;210.34
2022-01-11;2;202.42;202.42
2022-01-11;3;197.60;197.60
2022-01-11;4;193.00;193.00
2022-01-11;5;194.90;194.90
2022-01-11;6;204.45;204.45
2022-01-11;7;219.32;219.32
2022-01-11;8;228.38;228.38
2022-01-11;9;249.97;249.97
2022-01-11;10;249.97;249.97
2022-01-11;11;242.47;242.47
2022-01-11;12;212.20;212.20
2022-01-11;13;207.10;207.10
2022-01-11;14;207.00;207.00
2022-01-11;15;206.80;206.80
2022-01-11;16;206.80;206.80
2022-01-11;17;212.00;212.00
2022-01-11;18;242.47;242.47
2022-01-11;19;260.00;260.00
2022-01-11;20;261.97;261.97
2022-01-11;21;262.66;262.66
2022-01-11;22;245.00;245.00
2022-01-11;23;227.47;227.47
2022-01-11;24;211.63;211.63
2022-01-12;1;196.65;196.65
2022-01-12;2;187.10;187.10
2022-01-12;3;184.27;184.27
2022-01-12;4;179.58;179.58
2022-01-12;5;178.33;178.33
2022-01-12;6;190.14;190.14
2022-01-12;7;185.22;185.22
2022-01-12;8;200.22;200.22
2022-01-12;9;217.15;217.15
2022-01-12;10;205.41;205.41
2022-01-12;11;199.70;199.70
2022-01-12;12;196.66;196.66
2022-01-12;13;196.95;196.95
2022-01-12;14;197.42;197.42
2022-01-12;15;197.42;197.42
2022-01-12;16;199.60;199.60
2022-01-12;17;200.20;200.20
2022-01-12;18;227.49;227.49
2022-01-12;19;255.00;255.00
2022-01-12;20;261.38;261.38
2022-01-12;21;253.10;253.10
2022-01-12;22;222.79;222.79
2022-01-12;23;213.64;213.64
2022-01-12;24;200.22;200.22
2022-01-13;1;190.00;190.00
2022-01-13;2;188.72;188.72
2022-01-13;3;187.87;187.87
2022-01-13;4;182.88;182.88
2022-01-13;5;186.65;186.65
2022-01-13;6;187.42;187.42
2022-01-13;7;192.93;192.93
2022-01-13;8;220.14;220.14
2022-01-13;9;226.75;226.75
2022-01-13;10;226.75;226.75
2022-01-13;11;220.25;220.25
2022-01-13;12;216.35;216.35
2022-01-13;13;213.93;213.93
2022-01-13;14;213.93;213.93
2022-01-13;15;213.75;213.75
2022-01-13;16;213.89;213.89
2022-01-13;17;220.14;220.14
2022-01-13;18;229.57;229.57
2022-01-13;19;259.45;259.45
2022-01-13;20;262.95;262.95
2022-01-13;21;252.46;252.46
2022-01-13;22;230.10;230.10
2022-01-13;23;217.65;217.65
2022-01-13;24;207.99;207.99
2022-01-14;1;205.00;205.00
2022-01-14;2;199.96;199.96
2022-01-14;3;196.42;196.42
2022-01-14;4;192.77;192.77
2022-01-14;5;192.43;192.43
2022-01-14;6;197.60;197.60
2022-01-14;7;206.26;206.26
2022-01-14;8;205.20;205.20
2022-01-14;9;209.07;209.07
2022-01-14;10;207.80;207.80
2022-01-14;11;199.99;199.99
2022-01-14;12;182.52;182.52
2022-01-14;13;180.30;180.30
2022-01-14;14;180.66;180.66
2022-01-14;15;180.30;180.30
2022-01-14;16;182.52;182.52
2022-01-14;17;200.34;200.34
2022-01-14;18;209.07;209.07
2022-01-14;19;225.61;225.61
2022-01-14;20;233.65;233.65
2022-01-14;21;235.01;235.01
2022-01-14;22;225.61;225.61
2022-01-14;23;216.68;216.68
2022-01-14;24;205.96;205.96
2022-01-15;1;222.01;222.01
2022-01-15;2;214.92;214.92
2022-01-15;3;209.61;209.61
2022-01-15;4;196.70;196.70
2022-01-15;5;193.04;193.04
2022-01-15;6;195.05;195.05
2022-01-15;7;200.90;200.90
2022-01-15;8;217.21;217.21
2022-01-15;9;223.76;223.76
2022-01-15;10;225.76;225.76
2022-01-15;11;222.39;222.39
2022-01-15;12;214.92;214.92
2022-01-15;13;208.43;208.43
2022-01-15;14;200.00;200.00
2022-01-15;15;203.09;203.09
2022-01-15;16;213.98;213.98
2022-01-15;17;218.63;218.63
2022-01-15;18;231.67;231.67
2022-01-15;19;267.03;267.03
2022-01-15;20;261.41;261.41
2022-01-15;21;243.62;243.62
2022-01-15;22;227.85;227.85
2022-01-15;23;222.66;222.66
2022-01-15;24;217.00;217.00
2022-01-16;1;225.92;225.92
2022-01-16;2;216.00;216.00
2022-01-16;3;207.62;207.62
2022-01-16;4;197.22;197.22
2022-01-16;5;186.70;186.70
2022-01-16;6;186.60;186.60
2022-01-16;7;198.01;198.01
2022-01-16;8;200.03;200.03
2022-01-16;9;200.00;200.00
2022-01-16;10;204.86;204.86
2022-01-16;11;204.50;204.50
2022-01-16;12;204.43;204.43
2022-01-16;13;205.21;205.21
2022-01-16;14;195.02;195.02
2022-01-16;15;191.90;191.90
2022-01-16;16;196.92;196.92
2022-01-16;17;201.02;201.02
2022-01-16;18;222.87;222.87
2022-01-16;19;257.45;257.45
2022-01-16;20;265.36;265.36
2022-01-16;21;257.13;257.13
2022-01-16;22;248.20;248.20
2022-01-16;23;228.52;228.52
2022-01-16;24;212.82;212.82
2022-01-17;1;252.53;252.53
2022-01-17;2;242.23;242.23
2022-01-17;3;232.25;232.25
2022-01-17;4;215.01;215.01
2022-01-17;5;209.55;209.55
2022-01-17;6;222.78;222.78
2022-01-17;7;249.93;249.93
2022-01-17;8;272.52;272.52
2022-01-17;9;264.36;264.36
2022-01-17;10;253.83;253.83
2022-01-17;11;241.11;241.11
2022-01-17;12;235.63;235.63
2022-01-17;13;235.63;235.63
2022-01-17;14;235.16;235.16
2022-01-17;15;234.03;234.03
2022-01-17;16;229.11;229.11
2022-01-17;17;235.01;235.01
2022-01-17;18;248.63;248.63
2022-01-17;19;264.21;264.21
2022-01-17;20;285.68;285.68
2022-01-17;21;277.01;277.01
2022-01-17;22;257.64;257.64
2022-01-17;23;248.63;248.63
2022-01-17;24;229.60;229.60
2022-01-18;1;213.90;213.90
2022-01-18;2;203.27;203.27
2022-01-18;3;200.48;200.48
2022-01-18;4;194.52;194.52
2022-01-18;5;193.99;193.99
2022-01-18;6;205.00;205.00
2022-01-18;7;223.94;223.94
2022-01-18;8;227.84;227.84
2022-01-18;9;235.42;235.42
2022-01-18;10;231.78;231.78
2022-01-18;11;221.34;221.34
2022-01-18;12;217.44;217.44
2022-01-18;13;216.73;216.73
2022-01-18;14;216.73;216.73
2022-01-18;15;215.42;215.42
2022-01-18;16;212.24;212.24
2022-01-18;17;218.00;218.00
2022-01-18;18;231.78;231.78
2022-01-18;19;254.81;254.81
2022-01-18;20;272.22;272.22
2022-01-18;21;259.29;259.29
2022-01-18;22;240.00;240.00
2022-01-18;23;225.84;225.84
2022-01-18;24;213.54;213.54
2022-01-19;1;224.68;224.68
2022-01-19;2;215.46;215.46
2022-01-19;3;203.69;203.69
2022-01-19;4;193.91;193.91
2022-01-19;5;188.70;188.70
2022-01-19;6;195.36;195.36
2022-01-19;7;222.81;222.81
2022-01-19;8;226.95;226.95
2022-01-19;9;239.14;239.14
2022-01-19;10;230.85;230.85
2022-01-19;11;216.18;216.18
2022-01-19;12;207.56;207.56
2022-01-19;13;207.56;207.56
2022-01-19;14;206.96;206.96
2022-01-19;15;180.30;180.30
2022-01-19;16;179.64;179.64
2022-01-19;17;184.20;184.20
2022-01-19;18;217.64;217.64
2022-01-19;19;238.10;238.10
2022-01-19;20;259.81;259.81
2022-01-19;21;254.21;254.21
2022-01-19;22;222.26;222.26
2022-01-19;23;208.80;208.80
2022-01-19;24;191.09;191.09
2022-01-20;1;194.18;194.18
2022-01-20;2;185.18;185.18
2022-01-20;3;179.53;179.53
2022-01-20;4;171.43;171.43
2022-01-20;5;168.18;168.18
2022-01-20;6;176.44;176.44
2022-01-20;7;185.01;185.01
2022-01-20;8;206.41;206.41
2022-01-20;9;218.11;218.11
2022-01-20;10;216.81;216.81
2022-01-20;11;206.41;206.41
2022-01-20;12;185.21;185.21
2022-01-20;13;172.66;172.66
2022-01-20;14;172.01;172.01
2022-01-20;15;163.11;163.11
2022-01-20;16;160.69;160.69
2022-01-20;17;164.05;164.05
2022-01-20;18;202.51;202.51
2022-01-20;19;215.51;215.51
2022-01-20;20;239.38;239.38
2022-01-20;21;220.63;220.63
2022-01-20;22;209.01;209.01
2022-01-20;23;186.44;186.44
2022-01-20;24;176.44;176.44
2022-01-21;1;180.00;180.00
2022-01-21;2;162.97;162.97
2022-01-21;3;159.50;159.50
2022-01-21;4;154.70;154.70
2022-01-21;5;154.70;154.70
2022-01-21;6;159.40;159.40
2022-01-21;7;161.10;161.10
2022-01-21;8;185.00;185.00
2022-01-21;9;205.22;205.22
2022-01-21;10;204.30;204.30
2022-01-21;11;184.57;184.57
2022-01-21;12;162.97;162.97
2022-01-21;13;161.52;161.52
2022-01-21;14;161.80;161.80
2022-01-21;15;161.10;161.10
2022-01-21;16;160.00;160.00
2022-01-21;17;162.97;162.97
2022-01-21;18;184.67;184.67
2022-01-21;19;206.15;206.15
2022-01-21;20;214.70;214.70
2022-01-21;21;214.68;214.68
2022-01-21;22;209.57;209.57
2022-01-21;23;201.70;201.70
2022-01-21;24;184.86;184.86
2022-01-22;1;192.89;192.89
2022-01-22;2;175.00;175.00
2022-01-22;3;168.46;168.46
2022-01-22;4;166.90;166.90
2022-01-22;5;167.00;167.00
2022-01-22;6;168.00;168.00
2022-01-22;7;169.94;169.94
2022-01-22;8;169.94;169.94
2022-01-22;9;168.98;168.98
2022-01-22;10;182.30;182.30
2022-01-22;11;188.29;188.29
2022-01-22;12;184.00;184.00
2022-01-22;13;184.39;184.39
2022-01-22;14;191.05;191.05
2022-01-22;15;189.99;189.99
2022-01-22;16;191.50;191.50
2022-01-22;17;193.90;193.90
2022-01-22;18;204.99;204.99
2022-01-22;19;227.41;227.41
2022-01-22;20;245.27;245.27
2022-01-22;21;227.75;227.75
2022-01-22;22;212.00;212.00
2022-01-22;23;203.00;203.00
2022-01-22;24;197.00;197.00
2022-01-23;1;197.14;197.14
2022-01-23;2;190.00;190.00
2022-01-23;3;187.98;187.98
2022-01-23;4;179.73;179.73
2022-01-23;5;179.04;179.04
2022-01-23;6;179.49;179.49
2022-01-23;7;179.93;179.93
2022-01-23;8;189.99;189.99
2022-01-23;9;190.00;190.00
2022-01-23;10;195.31;195.31
2022-01-23;11;195.34;195.34
2022-01-23;12;195.87;195.87
2022-01-23;13;195.41;195.41
2022-01-23;14;186.29;186.29
2022-01-23;15;184.49;184.49
2022-01-23;16;190.00;190.00
2022-01-23;17;194.00;194.00
2022-01-23;18;214.95;214.95
2022-01-23;19;239.49;239.49
2022-01-23;20;244.31;244.31
2022-01-23;21;249.00;249.00
2022-01-23;22;247.30;247.30
2022-01-23;23;222.80;222.80
2022-01-23;24;204.30;204.30
2022-01-24;1;190.27;190.27
2022-01-24;2;179.97;179.97
2022-01-24;3;178.99;178.99
2022-01-24;4;177.46;177.46
2022-01-24;5;177.61;177.61
2022-01-24;6;190.00;190.00
2022-01-24;7;224.83;224.83
2022-01-24;8;237.53;237.53
2022-01-24;9;243.47;243.47
2022-01-24;10;243.47;243.47
2022-01-24;11;239.52;239.52
2022-01-24;12;233.99;233.99
2022-01-24;13;231.21;231.21
2022-01-24;14;230.63;230.63
2022-01-24;15;229.40;229.40
2022-01-24;16;230.50;230.50
2022-01-24;17;231.77;231.77
2022-01-24;18;240.00;240.00
2022-01-24;19;265.00;265.00
2022-01-24;20;297.33;297.33
2022-01-24;21;274.98;274.98
2022-01-24;22;250.00;250.00
2022-01-24;23;235.02;235.02
2022-01-24;24;215.02;215.02
2022-01-25;1;220.27;220.27
2022-01-25;2;212.90;212.90
2022-01-25;3;203.75;203.75
2022-01-25;4;196.24;196.24
2022-01-25;5;198.89;198.89
2022-01-25;6;215.01;215.01
2022-01-25;7;225.00;225.00
2022-01-25;8;228.36;228.36
2022-01-25;9;236.40;236.40
2022-01-25;10;235.10;235.10
2022-01-25;11;227.41;227.41
2022-01-25;12;222.80;222.80
2022-01-25;13;219.50;219.50
2022-01-25;14;216.53;216.53
2022-01-25;15;216.31;216.31
2022-01-25;16;219.89;219.89
2022-01-25;17;226.00;226.00
2022-01-25;18;231.02;231.02
2022-01-25;19;239.10;239.10
2022-01-25;20;248.53;248.53
2022-01-25;21;256.36;256.36
2022-01-25;22;242.00;242.00
2022-01-25;23;229.90;229.90
2022-01-25;24;214.41;214.41
2022-01-26;1;244.86;244.86
2022-01-26;2;235.00;235.00
2022-01-26;3;231.86;231.86
2022-01-26;4;228.00;228.00
2022-01-26;5;225.01;225.01
2022-01-26;6;233.16;233.16
2022-01-26;7;233.16;233.16
2022-01-26;8;238.57;238.57
2022-01-26;9;243.97;243.97
2022-01-26;10;243.97;243.97
2022-01-26;11;239.66;239.66
2022-01-26;12;237.81;237.81
2022-01-26;13;234.69;234.69
2022-01-26;14;233.16;233.16
2022-01-26;15;229.47;229.47
2022-01-26;16;229.17;229.17
2022-01-26;17;234.18;234.18
2022-01-26;18;237.92;237.92
2022-01-26;19;243.97;243.97
2022-01-26;20;248.76;248.76
2022-01-26;21;250.00;250.00
2022-01-26;22;243.97;243.97
2022-01-26;23;235.92;235.92
2022-01-26;24;226.27;226.27
2022-01-27;1;238.40;238.40
2022-01-27;2;229.89;229.89
2022-01-27;3;229.00;229.00
2022-01-27;4;221.40;221.40
2022-01-27;5;219.00;219.00
2022-01-27;6;220.00;220.00
2022-01-27;7;223.66;223.66
2022-01-27;8;237.00;237.00
2022-01-27;9;248.80;248.80
2022-01-27;10;248.80;248.80
2022-01-27;11;238.10;238.10
2022-01-27;12;229.89;229.89
2022-01-27;13;230.50;230.50
2022-01-27;14;231.00;231.00
2022-01-27;15;226.60;226.60
2022-01-27;16;225.00;225.00
2022-01-27;17;229.50;229.50
2022-01-27;18;237.00;237.00
2022-01-27;19;244.00;244.00
2022-01-27;20;249.01;249.01
2022-01-27;21;248.35;248.35
2022-01-27;22;237.00;237.00
2022-01-27;23;215.75;215.75
2022-01-27;24;222.40;222.40
2022-01-28;1;232.13;232.13
2022-01-28;2;220.00;220.00
2022-01-28;3;209.10;209.10
2022-01-28;4;199.50;199.50
2022-01-28;5;190.00;190.00
2022-01-28;6;204.50;204.50
2022-01-28;7;223.80;223.80
2022-01-28;8;243.17;243.17
2022-01-28;9;250.73;250.73
2022-01-28;10;246.03;246.03
2022-01-28;11;230.29;230.29
2022-01-28;12;221.53;221.53
2022-01-28;13;217.46;217.46
2022-01-28;14;211.88;211.88
2022-01-28;15;193.61;193.61
2022-01-28;16;203.42;203.42
2022-01-28;17;215.01;215.01
2022-01-28;18;237.45;237.45
2022-01-28;19;249.20;249.20
2022-01-28;20;255.38;255.38
2022-01-28;21;250.00;250.00
2022-01-28;22;238.88;238.88
2022-01-28;23;229.05;229.05
2022-01-28;24;217.99;217.99
2022-01-29;1;228.06;228.06
2022-01-29;2;216.52;216.52
2022-01-29;3;199.56;199.56
2022-01-29;4;204.94;204.94
2022-01-29;5;202.12;202.12
2022-01-29;6;196.98;196.98
2022-01-29;7;208.12;208.12
2022-01-29;8;224.53;224.53
2022-01-29;9;238.74;238.74
2022-01-29;10;235.88;235.88
2022-01-29;11;236.02;236.02
2022-01-29;12;220.87;220.87
2022-01-29;13;217.41;217.41
2022-01-29;14;212.19;212.19
2022-01-29;15;206.99;206.99
2022-01-29;16;181.97;181.97
2022-01-29;17;182.25;182.25
2022-01-29;18;221.53;221.53
2022-01-29;19;247.00;247.00
2022-01-29;20;263.03;263.03
2022-01-29;21;259.94;259.94
2022-01-29;22;259.94;259.94
2022-01-29;23;250.73;250.73
2022-01-29;24;245.20;245.20
2022-01-30;1;234.50;234.50
2022-01-30;2;220.58;220.58
2022-01-30;3;216.00;216.00
2022-01-30;4;207.63;207.63
2022-01-30;5;206.50;206.50
2022-01-30;6;211.34;211.34
2022-01-30;7;214.00;214.00
2022-01-30;8;223.00;223.00
2022-01-30;9;218.00;218.00
2022-01-30;10;229.00;229.00
2022-01-30;11;223.53;223.53
2022-01-30;12;231.20;231.20
2022-01-30;13;234.89;234.89
2022-01-30;14;221.86;221.86
2022-01-30;15;214.01;214.01
2022-01-30;16;209.03;209.03
2022-01-30;17;220.00;220.00
2022-01-30;18;229.00;229.00
2022-01-30;19;261.50;261.50
2022-01-30;20;263.39;263.39
2022-01-30;21;268.65;268.65
2022-01-30;22;266.01;266.01
2022-01-30;23;257.55;257.55
2022-01-30;24;250.94;250.94
2022-01-31;1;242.36;242.36
2022-01-31;2;222.00;222.00
2022-01-31;3;193.43;193.43
2022-01-31;4;192.49;179.75
2022-01-31;5;190.00;167.80
2022-01-31;6;184.16;167.80
2022-01-31;7;193.09;193.09
2022-01-31;8;240.00;240.00
2022-01-31;9;251.24;251.24
2022-01-31;10;251.92;251.92
2022-01-31;11;248.08;248.08
2022-01-31;12;243.21;243.21
2022-01-31;13;237.81;237.81
2022-01-31;14;221.57;221.57
2022-01-31;15;207.22;207.22
2022-01-31;16;193.81;193.81
2022-01-31;17;195.13;195.13
2022-01-31;18;240.67;240.67
2022-01-31;19;253.80;253.80
2022-01-31;20;260.00;260.00
2022-01-31;21;252.22;252.22
2022-01-31;22;240.00;240.00
2022-01-31;23;218.69;218.69
2022-01-31;24;202.01;202.01
2022-02-01;1;208.40;208.40
2022-02-01;2;191.95;191.95
2022-02-01;3;191.65;191.65
2022-02-01;4;186.10;186.10
2022-02-01;5;169.97;169.97
2022-02-01;6;181.00;181.00
2022-02-01;7;191.94;191.94
2022-02-01;8;227.00;227.00
2022-02-01;9;250.00;250.00
2022-02-01;10;233.19;233.19
2022-02-01;11;196.84;196.84
2022-02-01;12;191.65;191.65
2022-02-01;13;191.10;191.10
2022-02-01;14;190.02;190.02
2022-02-01;15;191.09;191.09
2022-02-01;16;171.89;171.89
2022-02-01;17;190.96;190.96
2022-02-01;18;216.88;216.88
2022-02-01;19;245.01;245.01
2022-02-01;20;253.00;253.00
2022-02-01;21;251.87;251.87
2022-02-01;22;226.04;226.04
2022-02-01;23;207.14;207.14
2022-02-01;24;202.30;202.30
2022-02-02;1;184.75;184.75
2022-02-02;2;178.69;178.69
2022-02-02;3;170.10;170.10
2022-02-02;4;168.08;168.08
2022-02-02;5;169.53;169.53
2022-02-02;6;174.97;174.97
2022-02-02;7;182.00;182.00
2022-02-02;8;220.72;220.72
2022-02-02;9;223.50;223.50
2022-02-02;10;225.02;225.02
2022-02-02;11;207.27;207.27
2022-02-02;12;193.94;193.94
2022-02-02;13;196.30;196.30
2022-02-02;14;195.00;195.00
2022-02-02;15;193.94;193.94
2022-02-02;16;193.09;193.09
2022-02-02;17;201.53;201.53
2022-02-02;18;238.01;238.01
2022-02-02;19;266.90;266.90
2022-02-02;20;267.88;267.88
2022-02-02;21;270.09;270.09
2022-02-02;22;267.97;267.97
2022-02-02;23;239.95;239.95
2022-02-02;24;215.00;215.00
2022-02-03;1;215.00;215.00
2022-02-03;2;189.09;189.09
2022-02-03;3;182.37;182.37
2022-02-03;4;178.30;178.30
2022-02-03;5;173.25;173.25
2022-02-03;6;181.50;181.50
2022-02-03;7;193.21;193.21
2022-02-03;8;232.74;232.74
2022-02-03;9;246.00;246.00
2022-02-03;10;231.79;231.79
2022-02-03;11;213.26;213.26
2022-02-03;12;209.00;209.00
2022-02-03;13;199.10;199.10
2022-02-03;14;192.68;192.68
2022-02-03;15;189.95;189.95
2022-02-03;16;189.94;189.94
2022-02-03;17;200.00;200.00
2022-02-03;18;224.15;224.15
2022-02-03;19;237.72;237.72
2022-02-03;20;245.68;245.68
2022-02-03;21;240.00;240.00
2022-02-03;22;225.01;225.01
2022-02-03;23;204.88;204.88
2022-02-03;24;194.74;194.74
2022-02-04;1;197.00;197.00
2022-02-04;2;181.32;181.32
2022-02-04;3;179.34;179.34
2022-02-04;4;167.44;167.44
