Unidades: €/MW
Informação acedida em: 10/12/2024 22:58:01
Data;Hora;Portugal;Espanha
2023-07-25;16;72.20;72.20
2023-07-25;17;71.50;71.50
2023-07-25;18;71.50;71.50
2023-07-25;19;72.00;72.00
2023-07-25;20;89.71;89.71
2023-07-25;21;110.38;110.38
2023-07-25;22;120.01;120.01
2023-07-25;23;110.84;110.84
2023-07-25;24;105.45;105.45
2023-07-26;1;105.00;105.00
2023-07-26;2;96.94;96.94
2023-07-26;3;92.10;92.10
2023-07-26;4;95.38;95.38
2023-07-26;5;92.10;92.10
2023-07-26;6;94.87;94.87
2023-07-26;7;103.84;103.84
2023-07-26;8;108.80;108.80
2023-07-26;9;111.15;111.15
2023-07-26;10;107.85;107.85
2023-07-26;11;99.81;99.81
2023-07-26;12;93.60;93.60
2023-07-26;13;91.50;91.50
2023-07-26;14;90.70;90.70
2023-07-26;15;88.97;88.97
2023-07-26;16;87.86;87.86
2023-07-26;17;84.82;84.82
2023-07-26;18;92.00;92.00
2023-07-26;19;100.10;100.10
2023-07-26;20;111.15;111.15
2023-07-26;21;120.30;120.30
2023-07-26;22;121.88;121.88
2023-07-26;23;127.00;127.00
2023-07-26;24;115.10;115.10
2023-07-27;1;119.20;119.20
2023-07-27;2;111.15;111.15
2023-07-27;3;108.50;108.50
2023-07-27;4;107.86;107.86
2023-07-27;5;105.10;105.10
2023-07-27;6;107.86;107.86
2023-07-27;7;111.15;111.15
2023-07-27;8;113.35;113.35
2023-07-27;9;109.50;109.50
2023-07-27;10;99.12;99.12
2023-07-27;11;96.80;96.80
2023-07-27;12;90.39;90.39
2023-07-27;13;86.45;86.45
2023-07-27;14;80.01;80.01
2023-07-27;15;78.33;78.33
2023-07-27;16;76.01;76.01
2023-07-27;17;73.60;73.60
2023-07-27;18;76.51;76.51
2023-07-27;19;77.84;77.84
2023-07-27;20;87.56;87.56
2023-07-27;21;111.00;111.00
2023-07-27;22;118.00;118.00
2023-07-27;23;121.00;121.00
2023-07-27;24;115.25;115.25
2023-07-28;1;109.80;109.80
2023-07-28;2;108.20;108.20
2023-07-28;3;101.38;101.38
2023-07-28;4;101.38;101.38
2023-07-28;5;96.75;96.75
2023-07-28;6;100.15;100.15
2023-07-28;7;107.00;107.00
2023-07-28;8;111.02;111.02
2023-07-28;9;112.99;112.99
2023-07-28;10;107.87;107.87
2023-07-28;11;99.54;99.54
2023-07-28;12;93.00;93.00
2023-07-28;13;87.97;87.97
2023-07-28;14;80.00;80.00
2023-07-28;15;75.65;75.65
2023-07-28;16;76.10;76.10
2023-07-28;17;78.33;78.33
2023-07-28;18;78.52;78.52
2023-07-28;19;84.99;84.99
2023-07-28;20;100.15;100.15
2023-07-28;21;110.82;110.82
2023-07-28;22;113.82;113.82
2023-07-28;23;113.09;113.09
2023-07-28;24;109.50;109.50
2023-07-29;1;103.09;103.09
2023-07-29;2;100.07;100.07
2023-07-29;3;99.10;99.10
2023-07-29;4;99.10;99.10
2023-07-29;5;98.48;98.48
2023-07-29;6;99.00;99.00
2023-07-29;7;100.00;100.00
2023-07-29;8;99.10;99.10
2023-07-29;9;97.39;97.39
2023-07-29;10;81.71;81.71
2023-07-29;11;75.50;75.50
2023-07-29;12;96.10;63.75
2023-07-29;13;93.86;59.34
2023-07-29;14;90.10;41.00
2023-07-29;15;83.00;25.00
2023-07-29;16;79.22;25.00
2023-07-29;17;72.59;33.57
2023-07-29;18;69.00;51.93
2023-07-29;19;73.10;73.10
2023-07-29;20;83.35;83.35
2023-07-29;21;100.65;100.65
2023-07-29;22;110.49;110.49
2023-07-29;23;110.86;110.86
2023-07-29;24;102.88;102.88
2023-07-30;1;99.10;99.10
2023-07-30;2;92.90;92.90
2023-07-30;3;90.45;90.45
2023-07-30;4;92.00;92.00
2023-07-30;5;90.83;90.83
2023-07-30;6;95.66;95.66
2023-07-30;7;99.10;99.10
2023-07-30;8;96.13;96.13
2023-07-30;9;80.00;80.00
2023-07-30;10;62.30;62.30
2023-07-30;11;66.99;25.00
2023-07-30;12;67.12;11.20
2023-07-30;13;67.12;24.50
2023-07-30;14;67.12;25.00
2023-07-30;15;60.01;27.70
2023-07-30;16;38.98;25.00
2023-07-30;17;38.98;15.10
2023-07-30;18;38.98;20.25
2023-07-30;19;42.65;42.65
2023-07-30;20;75.83;75.83
2023-07-30;21;98.48;98.48
2023-07-30;22;112.82;112.82
2023-07-30;23;113.93;113.93
2023-07-30;24;110.95;110.95
2023-07-31;1;99.03;99.03
2023-07-31;2;91.43;91.43
2023-07-31;3;85.00;85.00
2023-07-31;4;88.00;88.00
2023-07-31;5;91.10;91.10
2023-07-31;6;96.94;96.94
2023-07-31;7;103.70;103.70
2023-07-31;8;106.96;106.96
2023-07-31;9;99.00;99.00
2023-07-31;10;94.85;94.85
2023-07-31;11;84.12;84.12
2023-07-31;12;78.99;78.99
2023-07-31;13;78.99;78.99
2023-07-31;14;77.50;77.50
2023-07-31;15;74.51;74.51
2023-07-31;16;72.11;72.11
2023-07-31;17;70.50;70.50
2023-07-31;18;74.45;74.45
2023-07-31;19;78.30;78.30
2023-07-31;20;88.56;88.56
2023-07-31;21;96.96;96.96
2023-07-31;22;103.50;103.50
2023-07-31;23;100.01;100.01
2023-07-31;24;99.65;99.65
2023-08-01;1;103.09;103.09
2023-08-01;2;96.94;96.94
2023-08-01;3;87.79;87.79
2023-08-01;4;82.50;82.50
2023-08-01;5;78.60;78.60
2023-08-01;6;79.26;79.26
2023-08-01;7;93.86;93.86
2023-08-01;8;94.69;94.69
2023-08-01;9;100.98;100.98
2023-08-01;10;87.76;87.76
2023-08-01;11;76.50;76.50
2023-08-01;12;78.99;78.99
2023-08-01;13;78.99;75.10
2023-08-01;14;72.75;68.57
2023-08-01;15;72.52;64.60
2023-08-01;16;69.00;66.00
2023-08-01;17;68.84;64.60
2023-08-01;18;68.84;68.50
2023-08-01;19;79.12;79.12
2023-08-01;20;94.69;94.69
2023-08-01;21;105.22;105.22
2023-08-01;22;112.77;112.77
2023-08-01;23;115.00;115.00
2023-08-01;24;104.55;104.55
2023-08-02;1;95.00;95.00
2023-08-02;2;95.93;95.93
2023-08-02;3;96.09;96.09
2023-08-02;4;96.09;96.09
2023-08-02;5;94.09;94.09
2023-08-02;6;94.09;94.09
2023-08-02;7;93.86;93.86
2023-08-02;8;94.61;94.61
2023-08-02;9;92.37;92.37
2023-08-02;10;72.00;72.00
2023-08-02;11;65.88;65.88
2023-08-02;12;65.88;64.50
2023-08-02;13;65.88;64.30
2023-08-02;14;65.88;63.23
2023-08-02;15;49.21;48.99
2023-08-02;16;49.21;25.00
2023-08-02;17;34.81;28.84
2023-08-02;18;52.05;52.05
2023-08-02;19;63.18;63.18
2023-08-02;20;65.88;65.88
2023-08-02;21;86.99;86.99
2023-08-02;22;91.60;91.60
2023-08-02;23;91.60;91.60
2023-08-02;24;90.00;90.00
2023-08-03;1;87.59;87.59
2023-08-03;2;83.88;83.88
2023-08-03;3;77.03;77.03
2023-08-03;4;77.90;77.90
2023-08-03;5;75.00;75.00
2023-08-03;6;80.01;80.01
2023-08-03;7;83.51;83.51
2023-08-03;8;84.73;84.73
2023-08-03;9;80.58;80.58
2023-08-03;10;62.50;62.50
2023-08-03;11;52.00;52.00
2023-08-03;12;50.00;35.00
2023-08-03;13;35.00;35.00
2023-08-03;14;35.00;35.00
2023-08-03;15;23.51;23.51
2023-08-03;16;24.09;24.09
2023-08-03;17;25.11;25.11
2023-08-03;18;49.63;49.63
2023-08-03;19;51.99;51.99
2023-08-03;20;62.80;62.80
2023-08-03;21;89.00;89.00
2023-08-03;22;95.00;95.00
2023-08-03;23;95.00;95.00
2023-08-03;24;88.35;88.35
2023-08-04;1;88.60;88.60
2023-08-04;2;83.85;83.85
2023-08-04;3;80.92;80.92
2023-08-04;4;79.25;79.25
2023-08-04;5;76.60;76.60
2023-08-04;6;78.55;78.55
2023-08-04;7;78.55;78.55
2023-08-04;8;82.83;82.83
2023-08-04;9;80.01;80.01
2023-08-04;10;59.20;59.20
2023-08-04;11;40.00;40.00
2023-08-04;12;48.11;48.11
2023-08-04;13;48.41;48.41
2023-08-04;14;50.01;50.01
2023-08-04;15;50.83;47.61
2023-08-04;16;53.22;35.00
2023-08-04;17;53.22;27.63
2023-08-04;18;53.22;35.00
2023-08-04;19;53.22;48.11
2023-08-04;20;70.00;70.00
2023-08-04;21;86.30;86.30
2023-08-04;22;94.00;94.00
2023-08-04;23;94.00;94.00
2023-08-04;24;91.70;91.70
2023-08-05;1;101.55;101.55
2023-08-05;2;94.90;94.90
2023-08-05;3;92.58;92.58
2023-08-05;4;90.30;90.30
2023-08-05;5;90.24;90.24
2023-08-05;6;90.54;90.54
2023-08-05;7;90.24;90.24
2023-08-05;8;86.41;86.41
2023-08-05;9;85.66;85.66
2023-08-05;10;75.52;75.52
2023-08-05;11;60.31;60.31
2023-08-05;12;85.67;50.10
2023-08-05;13;85.67;35.00
2023-08-05;14;85.67;40.46
2023-08-05;15;84.73;35.00
2023-08-05;16;75.52;25.00
2023-08-05;17;75.22;25.00
2023-08-05;18;75.22;25.00
2023-08-05;19;75.22;45.00
2023-08-05;20;66.01;66.01
2023-08-05;21;82.99;82.99
2023-08-05;22;90.00;90.00
2023-08-05;23;91.39;91.39
2023-08-05;24;85.66;85.66
2023-08-06;1;76.00;76.00
2023-08-06;2;46.67;46.67
2023-08-06;3;35.01;35.01
2023-08-06;4;33.11;33.11
2023-08-06;5;32.61;32.61
2023-08-06;6;31.80;31.80
2023-08-06;7;32.30;32.30
2023-08-06;8;27.80;27.80
2023-08-06;9;5.00;5.00
2023-08-06;10;1.64;1.64
2023-08-06;11;1.68;1.64
2023-08-06;12;61.00;0.00
2023-08-06;13;76.22;1.64
2023-08-06;14;76.52;0.00
2023-08-06;15;76.22;0.00
2023-08-06;16;76.52;0.00
2023-08-06;17;76.52;0.00
2023-08-06;18;76.52;1.64
2023-08-06;19;80.46;0.00
2023-08-06;20;57.00;33.41
2023-08-06;21;77.06;77.06
2023-08-06;22;80.50;80.50
2023-08-06;23;81.25;81.25
2023-08-06;24;76.50;76.50
2023-08-07;1;72.22;72.22
2023-08-07;2;58.11;58.11
2023-08-07;3;52.30;52.30
2023-08-07;4;51.80;51.80
2023-08-07;5;47.80;47.80
2023-08-07;6;65.03;65.03
2023-08-07;7;72.22;72.22
2023-08-07;8;91.31;91.31
2023-08-07;9;94.50;94.50
2023-08-07;10;77.62;77.62
2023-08-07;11;57.50;57.50
2023-08-07;12;75.01;52.30
2023-08-07;13;90.00;59.13
2023-08-07;14;90.00;52.71
2023-08-07;15;90.00;55.20
2023-08-07;16;90.00;54.23
2023-08-07;17;90.00;57.61
2023-08-07;18;85.01;70.95
2023-08-07;19;85.10;85.10
2023-08-07;20;107.02;107.02
2023-08-07;21;116.30;116.30
2023-08-07;22;124.95;124.95
2023-08-07;23;110.80;110.80
2023-08-07;24;100.00;100.00
2023-08-08;1;106.00;106.00
2023-08-08;2;104.37;104.37
2023-08-08;3;99.93;99.93
2023-08-08;4;99.41;99.41
2023-08-08;5;91.69;91.69
2023-08-08;6;92.54;92.54
2023-08-08;7;96.32;96.32
2023-08-08;8;99.93;99.93
2023-08-08;9;99.93;99.93
2023-08-08;10;98.15;98.15
2023-08-08;11;85.52;85.52
2023-08-08;12;78.69;78.69
2023-08-08;13;78.69;78.69
2023-08-08;14;79.70;79.70
2023-08-08;15;79.70;79.70
2023-08-08;16;78.50;78.50
2023-08-08;17;78.50;78.50
2023-08-08;18;80.46;80.46
2023-08-08;19;95.34;95.34
2023-08-08;20;102.00;102.00
2023-08-08;21;116.00;116.00
2023-08-08;22;127.66;127.66
2023-08-08;23;125.44;125.44
2023-08-08;24;120.00;120.00
2023-08-09;1;109.77;109.77
2023-08-09;2;102.00;102.00
2023-08-09;3;102.00;102.00
2023-08-09;4;100.00;100.00
2023-08-09;5;94.25;94.25
2023-08-09;6;96.50;96.50
2023-08-09;7;98.16;98.16
2023-08-09;8;105.70;105.70
2023-08-09;9;106.44;106.44
2023-08-09;10;99.66;99.66
2023-08-09;11;89.96;89.96
2023-08-09;12;85.69;85.69
2023-08-09;13;83.33;83.33
2023-08-09;14;80.85;80.85
2023-08-09;15;80.01;80.01
2023-08-09;16;79.51;79.51
2023-08-09;17;80.50;80.50
2023-08-09;18;84.00;84.00
2023-08-09;19;98.53;98.53
2023-08-09;20;117.56;117.56
2023-08-09;21;123.86;123.86
2023-08-09;22;130.81;130.81
2023-08-09;23;122.47;122.47
2023-08-09;24;122.84;122.84
2023-08-10;1;117.57;117.57
2023-08-10;2;112.58;112.58
2023-08-10;3;111.24;111.24
2023-08-10;4;111.24;111.24
2023-08-10;5;110.54;110.54
2023-08-10;6;112.41;112.41
2023-08-10;7;114.07;114.07
2023-08-10;8;112.58;112.58
2023-08-10;9;107.44;107.44
2023-08-10;10;107.44;107.44
2023-08-10;11;105.50;105.50
2023-08-10;12;86.21;86.21
2023-08-10;13;85.10;85.10
2023-08-10;14;84.50;84.50
2023-08-10;15;83.50;83.50
2023-08-10;16;82.51;82.51
2023-08-10;17;82.21;82.21
2023-08-10;18;91.28;91.28
2023-08-10;19;100.42;100.42
2023-08-10;20;109.25;109.25
2023-08-10;21;120.25;120.25
2023-08-10;22;125.51;125.51
2023-08-10;23;124.82;124.82
2023-08-10;24;115.72;115.72
2023-08-11;1;122.27;122.27
2023-08-11;2;121.57;121.57
2023-08-11;3;119.10;119.10
2023-08-11;4;118.76;118.76
2023-08-11;5;117.10;117.10
2023-08-11;6;117.57;117.57
2023-08-11;7;119.08;119.08
2023-08-11;8;126.00;126.00
2023-08-11;9;130.82;130.82
2023-08-11;10;117.48;117.48
2023-08-11;11;113.00;113.00
2023-08-11;12;97.00;97.00
2023-08-11;13;97.60;97.60
2023-08-11;14;97.40;97.40
2023-08-11;15;91.92;91.92
2023-08-11;16;90.00;90.00
2023-08-11;17;89.00;89.00
2023-08-11;18;97.98;97.98
2023-08-11;19;111.05;111.05
2023-08-11;20;121.57;121.57
2023-08-11;21;130.50;130.50
2023-08-11;22;130.36;130.36
2023-08-11;23;120.57;120.57
2023-08-11;24;116.52;116.52
2023-08-12;1;119.54;119.54
2023-08-12;2;112.62;112.62
2023-08-12;3;109.55;109.55
2023-08-12;4;109.18;109.18
2023-08-12;5;109.18;109.18
2023-08-12;6;109.18;109.18
2023-08-12;7;112.62;112.62
2023-08-12;8;110.93;110.93
2023-08-12;9;103.01;103.01
2023-08-12;10;90.00;90.00
2023-08-12;11;79.81;79.81
2023-08-12;12;75.51;75.51
2023-08-12;13;74.91;74.91
2023-08-12;14;75.51;75.51
2023-08-12;15;74.91;74.91
2023-08-12;16;72.48;72.48
2023-08-12;17;70.51;70.51
2023-08-12;18;71.00;71.00
2023-08-12;19;85.49;85.49
2023-08-12;20;106.47;106.47
2023-08-12;21;116.04;116.04
2023-08-12;22;123.55;123.55
2023-08-12;23;122.84;122.84
2023-08-12;24;121.88;121.88
2023-08-13;1;109.18;109.18
2023-08-13;2;100.11;100.11
2023-08-13;3;95.95;95.95
2023-08-13;4;96.52;96.52
2023-08-13;5;89.85;89.85
2023-08-13;6;96.52;96.52
2023-08-13;7;100.11;100.11
2023-08-13;8;96.68;96.68
2023-08-13;9;80.00;80.00
2023-08-13;10;65.91;65.91
2023-08-13;11;30.00;30.00
2023-08-13;12;15.00;15.00
2023-08-13;13;30.00;16.27
2023-08-13;14;15.00;15.00
2023-08-13;15;10.00;10.00
2023-08-13;16;6.76;6.76
2023-08-13;17;17.45;17.45
2023-08-13;18;69.98;69.98
2023-08-13;19;74.91;74.91
2023-08-13;20;96.52;96.52
2023-08-13;21;110.90;110.90
2023-08-13;22;120.00;120.00
2023-08-13;23;120.01;120.01
2023-08-13;24;114.00;114.00
2023-08-14;1;113.00;113.00
2023-08-14;2;109.18;109.18
2023-08-14;3;99.24;99.24
2023-08-14;4;99.24;99.24
2023-08-14;5;99.24;99.24
2023-08-14;6;103.80;103.80
2023-08-14;7;115.66;115.66
2023-08-14;8;121.16;121.16
2023-08-14;9;114.71;114.71
2023-08-14;10;99.24;99.24
2023-08-14;11;83.67;83.67
2023-08-14;12;77.31;77.31
2023-08-14;13;75.05;75.05
2023-08-14;14;75.00;75.00
2023-08-14;15;67.13;67.13
2023-08-14;16;74.10;74.10
2023-08-14;17;76.81;76.81
2023-08-14;18;77.71;77.71
2023-08-14;19;78.51;78.51
2023-08-14;20;109.42;109.42
2023-08-14;21;118.34;118.34
2023-08-14;22;125.12;125.12
2023-08-14;23;115.33;115.33
2023-08-14;24;114.61;114.61
2023-08-15;1;117.01;117.01
2023-08-15;2;112.58;112.58
2023-08-15;3;95.00;95.00
2023-08-15;4;95.00;95.00
2023-08-15;5;95.44;95.44
2023-08-15;6;101.43;101.43
2023-08-15;7;110.01;110.01
2023-08-15;8;112.58;112.58
2023-08-15;9;105.34;105.34
2023-08-15;10;87.00;87.00
2023-08-15;11;79.25;79.25
2023-08-15;12;74.12;74.12
2023-08-15;13;73.17;73.17
2023-08-15;14;73.00;73.00
2023-08-15;15;70.30;70.30
2023-08-15;16;45.85;45.85
2023-08-15;17;70.26;70.26
2023-08-15;18;76.21;76.21
2023-08-15;19;83.00;83.00
2023-08-15;20;115.61;115.61
2023-08-15;21;129.00;129.00
2023-08-15;22;133.04;133.04
2023-08-15;23;125.25;125.25
2023-08-15;24;115.77;115.77
2023-08-16;1;106.76;106.76
2023-08-16;2;97.45;97.45
2023-08-16;3;90.71;90.71
2023-08-16;4;90.00;90.00
2023-08-16;5;87.89;87.89
2023-08-16;6;90.32;90.32
2023-08-16;7;115.38;115.38
2023-08-16;8;124.41;124.41
2023-08-16;9;125.78;125.78
2023-08-16;10;109.47;109.47
2023-08-16;11;99.21;99.21
2023-08-16;12;94.10;94.10
2023-08-16;13;90.32;90.32
2023-08-16;14;86.00;86.00
2023-08-16;15;86.29;86.29
2023-08-16;16;88.51;88.51
2023-08-16;17;94.17;94.17
2023-08-16;18;103.14;103.14
2023-08-16;19;115.17;115.17
2023-08-16;20;125.25;125.25
2023-08-16;21;132.96;132.96
2023-08-16;22;136.10;136.10
2023-08-16;23;126.40;126.40
2023-08-16;24;124.41;124.41
2023-08-17;1;122.11;122.11
2023-08-17;2;117.61;117.61
2023-08-17;3;112.15;112.15
2023-08-17;4;112.15;112.15
2023-08-17;5;121.38;121.38
2023-08-17;6;124.40;124.40
2023-08-17;7;129.00;129.00
2023-08-17;8;131.76;131.76
2023-08-17;9;131.00;131.00
2023-08-17;10;122.00;122.00
2023-08-17;11;108.36;108.36
2023-08-17;12;95.26;95.26
2023-08-17;13;91.62;91.62
2023-08-17;14;90.51;90.51
2023-08-17;15;89.98;89.98
2023-08-17;16;92.32;92.32
2023-08-17;17;93.97;93.97
2023-08-17;18;94.36;94.36
2023-08-17;19;95.51;95.51
2023-08-17;20;124.40;124.40
2023-08-17;21;132.25;132.25
2023-08-17;22;136.01;136.01
2023-08-17;23;134.60;134.60
2023-08-17;24;132.25;132.25
2023-08-18;1;129.40;129.40
2023-08-18;2;123.02;123.02
2023-08-18;3;119.96;119.96
2023-08-18;4;113.21;113.21
2023-08-18;5;113.21;113.21
2023-08-18;6;113.21;113.21
2023-08-18;7;120.00;120.00
2023-08-18;8;117.43;117.43
2023-08-18;9;110.00;110.00
2023-08-18;10;106.81;106.81
2023-08-18;11;95.85;95.85
2023-08-18;12;89.05;89.05
2023-08-18;13;86.28;86.28
2023-08-18;14;82.85;82.85
2023-08-18;15;84.16;84.16
2023-08-18;16;85.49;85.49
2023-08-18;17;85.71;85.71
2023-08-18;18;86.76;86.76
2023-08-18;19;89.05;89.05
2023-08-18;20;119.32;119.32
2023-08-18;21;123.00;123.00
2023-08-18;22;130.00;130.00
2023-08-18;23;130.52;130.52
2023-08-18;24;129.01;129.01
2023-08-19;1;123.12;123.12
2023-08-19;2;121.32;121.32
2023-08-19;3;117.62;117.62
2023-08-19;4;112.76;112.76
2023-08-19;5;112.76;112.76
2023-08-19;6;117.62;117.62
2023-08-19;7;120.34;120.34
2023-08-19;8;121.32;121.32
2023-08-19;9;122.84;122.84
2023-08-19;10;112.76;112.76
2023-08-19;11;89.05;89.05
2023-08-19;12;85.01;85.01
2023-08-19;13;84.76;84.76
2023-08-19;14;84.91;84.91
2023-08-19;15;84.76;84.76
2023-08-19;16;85.01;85.01
2023-08-19;17;84.91;84.91
2023-08-19;18;86.32;86.32
2023-08-19;19;98.72;98.72
2023-08-19;20;122.50;122.50
2023-08-19;21;134.60;134.60
2023-08-19;22;140.36;140.36
2023-08-19;23;138.41;138.41
2023-08-19;24;134.60;134.60
2023-08-20;1;133.46;133.46
2023-08-20;2;131.75;131.75
2023-08-20;3;131.18;131.18
2023-08-20;4;129.78;129.78
2023-08-20;5;129.95;129.95
2023-08-20;6;129.78;129.78
2023-08-20;7;129.78;129.78
2023-08-20;8;122.01;122.01
2023-08-20;9;113.50;113.50
2023-08-20;10;99.00;99.00
2023-08-20;11;87.00;87.00
2023-08-20;12;83.71;83.71
2023-08-20;13;82.92;82.92
2023-08-20;14;83.71;83.71
2023-08-20;15;84.30;84.30
2023-08-20;16;82.92;82.92
2023-08-20;17;82.50;82.50
2023-08-20;18;94.00;94.00
2023-08-20;19;112.00;112.00
2023-08-20;20;128.80;128.80
2023-08-20;21;136.90;136.90
2023-08-20;22;139.54;139.54
2023-08-20;23;134.60;134.60
2023-08-20;24;132.97;132.97
2023-08-21;1;125.86;125.86
2023-08-21;2;118.81;118.81
2023-08-21;3;108.00;108.00
2023-08-21;4;100.32;100.32
2023-08-21;5;99.32;99.32
2023-08-21;6;110.00;110.00
2023-08-21;7;121.00;121.00
2023-08-21;8;132.32;132.32
2023-08-21;9;133.31;133.31
2023-08-21;10;115.00;115.00
2023-08-21;11;103.99;103.99
2023-08-21;12;101.51;101.51
2023-08-21;13;101.10;101.10
2023-08-21;14;101.10;101.10
2023-08-21;15;97.51;97.51
2023-08-21;16;97.09;97.09
2023-08-21;17;101.08;101.08
2023-08-21;18;118.71;118.71
2023-08-21;19;126.22;126.22
2023-08-21;20;136.76;136.76
2023-08-21;21;149.58;149.58
2023-08-21;22;149.30;149.30
2023-08-21;23;136.01;136.01
2023-08-21;24;130.00;130.00
2023-08-22;1;136.01;136.01
2023-08-22;2;131.26;131.26
2023-08-22;3;111.60;111.60
2023-08-22;4;110.00;110.00
2023-08-22;5;108.70;108.70
2023-08-22;6;112.04;112.04
2023-08-22;7;132.35;132.35
2023-08-22;8;139.47;139.47
2023-08-22;9;137.76;137.76
2023-08-22;10;118.94;118.94
2023-08-22;11;102.86;102.86
2023-08-22;12;99.67;99.67
2023-08-22;13;99.51;99.51
2023-08-22;14;99.51;99.51
2023-08-22;15;99.51;99.51
2023-08-22;16;99.51;99.51
2023-08-22;17;102.17;102.17
2023-08-22;18;110.46;110.46
2023-08-22;19;118.40;118.40
2023-08-22;20;138.33;138.33
2023-08-22;21;148.53;148.53
2023-08-22;22;158.61;158.61
2023-08-22;23;145.80;145.80
2023-08-22;24;135.14;135.14
2023-08-23;1;145.00;145.00
2023-08-23;2;140.00;140.00
2023-08-23;3;120.76;120.76
2023-08-23;4;114.56;114.56
2023-08-23;5;111.12;111.12
2023-08-23;6;114.56;114.56
2023-08-23;7;138.33;138.33
2023-08-23;8;153.79;153.79
2023-08-23;9;157.41;157.41
2023-08-23;10;137.19;137.19
2023-08-23;11;120.76;120.76
2023-08-23;12;115.89;115.89
2023-08-23;13;114.56;114.56
2023-08-23;14;114.56;114.56
2023-08-23;15;114.56;114.56
2023-08-23;16;115.35;115.35
2023-08-23;17;120.04;120.04
2023-08-23;18;135.51;135.51
2023-08-23;19;138.33;138.33
2023-08-23;20;153.79;153.79
2023-08-23;21;168.08;168.08
2023-08-23;22;180.34;180.34
2023-08-23;23;170.01;170.01
2023-08-23;24;144.06;144.06
2023-08-24;1;145.00;145.00
2023-08-24;2;138.87;138.87
2023-08-24;3;124.79;124.79
2023-08-24;4;124.79;124.79
2023-08-24;5;120.00;120.00
2023-08-24;6;126.00;126.00
2023-08-24;7;139.47;139.47
2023-08-24;8;152.53;152.53
2023-08-24;9;154.94;154.94
2023-08-24;10;131.97;131.97
2023-08-24;11;122.47;122.47
2023-08-24;12;112.61;112.61
2023-08-24;13;115.00;115.00
2023-08-24;14;112.27;112.27
2023-08-24;15;113.00;113.00
2023-08-24;16;117.94;117.94
2023-08-24;17;118.63;118.63
2023-08-24;18;112.72;112.72
2023-08-24;19;124.79;124.79
2023-08-24;20;147.27;147.27
2023-08-24;21;163.88;163.88
2023-08-24;22;171.16;171.16
2023-08-24;23;159.70;159.70
2023-08-24;24;140.04;140.04
2023-08-25;1;114.95;114.95
2023-08-25;2;103.81;103.81
2023-08-25;3;99.26;99.26
2023-08-25;4;99.34;99.34
2023-08-25;5;98.40;98.40
2023-08-25;6;103.23;103.23
2023-08-25;7;124.22;124.22
2023-08-25;8;135.12;135.12
2023-08-25;9;139.42;139.42
2023-08-25;10;129.03;129.03
2023-08-25;11;114.01;114.01
2023-08-25;12;110.63;110.63
2023-08-25;13;102.36;102.36
2023-08-25;14;100.06;100.06
2023-08-25;15;96.85;96.85
2023-08-25;16;92.51;92.51
2023-08-25;17;91.33;91.33
2023-08-25;18;91.33;91.33
2023-08-25;19;92.33;92.33
2023-08-25;20;125.02;125.02
2023-08-25;21;139.69;139.69
2023-08-25;22;140.61;140.61
2023-08-25;23;128.78;128.78
2023-08-25;24;108.34;108.34
2023-08-26;1;109.90;109.90
2023-08-26;2;104.44;104.44
2023-08-26;3;104.44;104.44
2023-08-26;4;105.00;105.00
2023-08-26;5;104.44;104.44
2023-08-26;6;104.44;104.44
2023-08-26;7;108.94;108.94
2023-08-26;8;105.00;105.00
2023-08-26;9;104.44;104.44
2023-08-26;10;107.00;107.00
2023-08-26;11;99.36;99.36
2023-08-26;12;92.20;92.20
2023-08-26;13;90.73;90.73
2023-08-26;14;89.91;89.91
2023-08-26;15;82.02;82.02
2023-08-26;16;81.93;81.93
2023-08-26;17;87.57;87.57
2023-08-26;18;89.91;89.91
2023-08-26;19;91.50;91.50
2023-08-26;20;99.36;99.36
2023-08-26;21;120.50;120.50
2023-08-26;22;128.22;128.22
2023-08-26;23;122.98;122.98
2023-08-26;24;110.63;110.63
2023-08-27;1;102.39;102.39
2023-08-27;2;92.92;92.92
2023-08-27;3;91.50;91.50
2023-08-27;4;89.82;89.82
2023-08-27;5;83.33;83.33
2023-08-27;6;82.90;82.90
2023-08-27;7;82.73;82.73
2023-08-27;8;80.10;80.10
2023-08-27;9;40.00;40.00
2023-08-27;10;4.30;4.30
2023-08-27;11;0.00;0.00
2023-08-27;12;0.00;0.00
2023-08-27;13;0.00;0.00
2023-08-27;14;0.00;0.00
2023-08-27;15;0.00;0.00
2023-08-27;16;0.01;0.01
2023-08-27;17;0.00;0.00
2023-08-27;18;1.64;1.64
2023-08-27;19;4.30;4.30
2023-08-27;20;46.50;46.50
2023-08-27;21;103.50;103.50
2023-08-27;22;127.55;127.55
2023-08-27;23;119.00;119.00
2023-08-27;24;102.99;102.99
2023-08-28;1;93.31;93.31
2023-08-28;2;88.52;88.52
2023-08-28;3;85.00;85.00
2023-08-28;4;80.66;80.66
2023-08-28;5;72.20;72.20
2023-08-28;6;87.90;87.90
2023-08-28;7;107.49;107.49
2023-08-28;8;114.52;114.52
2023-08-28;9;119.87;119.87
2023-08-28;10;108.49;108.49
2023-08-28;11;86.20;86.20
2023-08-28;12;74.00;74.00
2023-08-28;13;65.11;65.11
2023-08-28;14;68.00;68.00
2023-08-28;15;65.00;65.00
2023-08-28;16;50.10;50.10
2023-08-28;17;40.00;40.00
2023-08-28;18;50.10;50.10
2023-08-28;19;80.50;80.50
