name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
porto,2022-08-30T00:00:00,17.1,17.1,16.9,98.98,0,0,,0,0,7.2,2.6,132,1017.3,25,9,0,0,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08545099999,08567099999"
porto,2022-08-30T01:00:00,17,17,16.9,99.83,0,0,,0,0,7.9,1.7,320,1017.3,100,0,0,0,0,,Overcast,cloudy,"08551099999,LPPR,08545099999,08567099999"
porto,2022-08-30T02:00:00,16.8,16.8,16.8,99.88,0,0,,0,0,8.3,1.6,32,1017.2,100,0,0,0,0,,Overcast,cloudy,"08551099999,LPPR,08545099999,08567099999"
porto,2022-08-30T03:00:00,16.8,16.8,16.2,95.95,0,0,,0,0,7.9,1.6,23,1017.3,100,0,0,0,0,,Overcast,cloudy,"08551099999,LPPR,08545099999,08567099999"
porto,2022-08-30T04:00:00,16.1,16.1,16,99.4,0,0,,0,0,8.3,2.5,80,1017.4,88,1,0,0,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08545099999,08567099999"
porto,2022-08-30T05:00:00,15.2,15.2,15.2,99.7,0,0,,0,0,9,4.6,88,1017.3,50,1,0,0,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08545099999,08567099999"
porto,2022-08-30T06:00:00,15.3,15.3,15.2,99.33,0,0,,0,0,9.7,5.9,147,1017.4,50,4,0,0,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08545099999,08567099999"
porto,2022-08-30T07:00:00,15.5,15.5,15.4,99.33,0,0,,0,0,10.4,2.9,128,1018.2,89.9,9.1,0,0,0,,Partially cloudy,partly-cloudy-day,"08551099999,08544099999,LPPR,08545099999"
porto,2022-08-30T08:00:00,16,16,15.7,98.29,0,0,,0,0,11.2,3.6,128,1019.1,88,10,22,0.1,0,,Partially cloudy,partly-cloudy-day,"08551099999,LPPR,E9663,08545099999,08567099999"
porto,2022-08-30T09:00:00,16.5,16.5,15.6,93.96,0,0,,0,0,11.5,3.6,131,1019.3,88,10,75,0.3,1,,Partially cloudy,partly-cloudy-day,"08551099999,LPPR,E9663,08545099999,08567099999"
porto,2022-08-30T10:00:00,18.2,18.2,16.1,87.69,0,0,,0,0,12.6,5.9,321,1020.1,89.9,9.6,168,0.6,2,,Partially cloudy,partly-cloudy-day,"08551099999,08544099999,LPPR,E9663,08545099999,08567099999"
porto,2022-08-30T11:00:00,21.1,21.1,16.2,73.7,0,0,,0,0,15.5,12.8,111,1020,88,10,404,1.5,4,,Partially cloudy,partly-cloudy-day,"08551099999,LPPR,E9663,08545099999,08567099999"
porto,2022-08-30T12:00:00,19.5,19.5,17.3,87.16,0,0,,0,0,18.7,11,246,1020.1,88,10,635,2.3,6,,Partially cloudy,partly-cloudy-day,"08551099999,LPPR,E9663,08545099999,08567099999"
porto,2022-08-30T13:00:00,20.9,20.9,16.9,77.48,0,0,,0,0,20.5,4.7,252,1020,80.8,10.1,809,2.9,8,,Partially cloudy,partly-cloudy-day,"08551099999,08544099999,LPPR,E9663,08545099999,08567099999"
porto,2022-08-30T14:00:00,21.2,21.2,17.3,78.56,0,0,,0,0,21.2,10.9,263,1019.4,88,10,805,2.9,8,,Partially cloudy,partly-cloudy-day,"08551099999,LPPR,E9663,08545099999,08567099999"
porto,2022-08-30T15:00:00,22.2,22.2,17.3,73.79,0,0,,0,0,22.7,10.9,274,1019.2,25,10,778,2.8,8,,Partially cloudy,partly-cloudy-day,"08551099999,LPPR,E9663,08545099999,08567099999"
porto,2022-08-30T16:00:00,21.9,21.9,16.9,73.34,0,0,,0,0,24.5,11.2,288,1019,22.7,10,701,2.5,7,,Partially cloudy,partly-cloudy-day,"08551099999,08544099999,LPPR,E9663,08545099999,08567099999"
porto,2022-08-30T17:00:00,22.1,22.1,14.6,62.44,0,0,,0,0,27,12.5,303,1018.3,25,10,577,2.1,6,,Partially cloudy,partly-cloudy-day,"08551099999,LPPR,E9663,08545099999,08567099999"
porto,2022-08-30T18:00:00,20,20,16.5,80.47,0,0,,0,0,29.5,12.4,291,1018.4,25,10,413,1.5,4,,Partially cloudy,partly-cloudy-day,"08551099999,LPPR,E9663,08545099999,08567099999"
porto,2022-08-30T19:00:00,19.9,19.9,16.5,80.81,0,0,,0,0,30.2,9.1,300,1019.1,30.5,10,229,0.8,2,,Partially cloudy,partly-cloudy-day,"08551099999,08544099999,LPPR,E9663,08545099999,08567099999"
porto,2022-08-30T20:00:00,18.1,18.1,16.3,88.91,0,0,,0,0,26.6,10.8,315,1019.2,25,10,46,0.2,0,,Partially cloudy,partly-cloudy-day,"08551099999,LPPR,E9663,08545099999,08567099999"
porto,2022-08-30T21:00:00,17.1,17.1,15.4,89.84,0,0,,0,0,23,4.2,328,1020.1,25,10,0.3,0,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08545099999,08567099999"
porto,2022-08-30T22:00:00,16.4,16.4,14.9,90.45,0,0,,0,0,20.9,1.7,319,1020.4,25,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08545099999,08567099999"
porto,2022-08-30T23:00:00,16.4,16.4,14.9,90.94,0,0,,0,0,15.8,1.7,292,1020.4,25,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08545099999,08567099999"
porto,2022-08-31T00:00:00,15.9,15.9,15,94.48,0,0,,0,0,13.3,1.7,300,1020.3,25,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08545099999,08567099999"
porto,2022-08-31T01:00:00,15.7,15.7,14.8,94.54,0,0,,0,0,12.6,1.6,48,1020.2,25,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08545099999,08567099999"
porto,2022-08-31T02:00:00,15.1,15.1,13.8,91.46,0,0,,0,0,12.6,7.4,106,1019.4,25,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08545099999,08567099999"
porto,2022-08-31T03:00:00,14.8,14.8,14.1,95.16,0,0,,0,0,11.5,0,356,1019.4,50,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08545099999,08567099999"
porto,2022-08-31T04:00:00,15.1,15.1,14.5,96.15,0,0,,0,0,10.4,3.6,130,1019.4,50,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08545099999,08567099999"
porto,2022-08-31T05:00:00,15.5,15.5,14.6,94.6,0,0,,0,0,10.4,3.7,44,1019.4,50,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08545099999,08567099999"
porto,2022-08-31T06:00:00,16,16,15.1,94.25,0,0,,0,0,10.4,3.7,119,1020,88,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08545099999,08567099999"
porto,2022-08-31T07:00:00,15.7,15.7,14.5,92.26,0,0,,0,0,10.8,3.3,95,1020.1,54.7,9.3,0,0,0,,Partially cloudy,partly-cloudy-day,"08551099999,08544099999,LPPR,08545099999"
porto,2022-08-31T08:00:00,16.9,16.9,15.5,91.46,0,0,,0,0,11.2,6.1,85,1020.3,25,10,42,0.2,0,,Partially cloudy,partly-cloudy-day,"08551099999,LPPR,E9663,08545099999,08567099999"
porto,2022-08-31T09:00:00,18.9,18.9,16.4,85,0,0,,0,0,13.3,4.5,101,1020.4,25,10,115,0.4,1,,Partially cloudy,partly-cloudy-day,"08551099999,LPPR,E9663,08545099999,08567099999"
porto,2022-08-31T10:00:00,19.1,19.1,16.4,84.51,0,0,,0,0,18.4,7.6,297,1021.1,52.5,11.3,342,1.2,3,,Partially cloudy,partly-cloudy-day,"08551099999,08544099999,LPPR,E9663,08545099999,08567099999"
porto,2022-08-31T11:00:00,20.1,20.1,16.3,78.68,0,0,,0,0,21.6,7.4,282,1021.2,50,10,464,1.7,5,,Partially cloudy,partly-cloudy-day,"08551099999,LPPR,E9663,08545099999,08567099999"
porto,2022-08-31T12:00:00,21,21,16.5,75.62,0,0,,0,0,22.3,7.4,283,1021.1,25,10,679,2.4,7,,Partially cloudy,partly-cloudy-day,"08551099999,LPPR,E9663,08545099999,08567099999"
porto,2022-08-31T13:00:00,21.2,21.2,16.6,74.93,0,0,,0,0,23,5.8,283,1020.4,27.8,9.9,629,2.3,6,,Partially cloudy,partly-cloudy-day,"08551099999,08544099999,LPPR,E9663,08545099999,08567099999"
porto,2022-08-31T14:00:00,20.1,20.1,17.4,84.29,0,0,,0,0,25.9,13.4,293,1020.4,25,10,792,2.9,8,,Partially cloudy,partly-cloudy-day,"08551099999,LPPR,E9663,08545099999,08567099999"
porto,2022-08-31T15:00:00,18.4,18.4,16.8,90.03,0,0,,0,0,28.4,17,303,1020.3,88,5,772,2.8,8,,Partially cloudy,partly-cloudy-day,"08551099999,LPPR,E9663,08545099999,08567099999"
porto,2022-08-31T16:00:00,18.9,18.9,16.6,86.44,0,0,,0,0,32.4,17.5,318,1020.2,54.8,11.6,693,2.5,7,,Partially cloudy,partly-cloudy-day,"08551099999,08544099999,LPPR,E9663,08545099999,08567099999"
porto,2022-08-31T17:00:00,18.1,18.1,16.7,91.44,0,0,,0,0,32.4,16,319,1020,88,10,571,2.1,6,,Partially cloudy,partly-cloudy-day,"08551099999,LPPR,E9663,08545099999,08567099999"
porto,2022-08-31T18:00:00,18.4,18.4,16.6,89.24,0,0,,0,0,33.5,13.4,319,1019.3,50,10,456,1.6,5,,Partially cloudy,partly-cloudy-day,"08551099999,LPPR,E9663,08545099999,08567099999"
porto,2022-08-31T19:00:00,18.3,18.3,16.5,89.57,0,0,,0,0,16.6,9.8,309,1019.2,50,13.8,153,0.6,2,,Partially cloudy,partly-cloudy-day,"08551099999,08544099999,LPPR,E9663,08545099999,08567099999"
porto,2022-08-31T20:00:00,17.1,17.1,15.9,92.7,0,0,,0,0,31,7.5,309,1019.3,25,10,48,0.2,0,,Partially cloudy,partly-cloudy-day,"08551099999,LPPR,E9663,08545099999,08567099999"
porto,2022-08-31T21:00:00,16.2,16.2,15.7,96.98,0,0,,0,0,24.8,7.4,349,1019.3,25,10,0.2,0,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08545099999,08567099999"
porto,2022-08-31T22:00:00,16.1,16.1,15.8,97.57,0,0,,0,0,20.2,7,331,1020.1,25,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08545099999,08567099999"
porto,2022-08-31T23:00:00,15.4,15.4,15.1,98.43,0,0,,0,0,15.8,2.6,298,1020.1,25,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08545099999,08567099999"
porto,2022-09-01T00:00:00,14.8,14.8,14.6,98.52,0,0,,0,0,12.6,1.6,340,1019.4,25,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08545099999,08567099999"
porto,2022-09-01T01:00:00,15,15,14.7,98.02,0,0,,0,0,10.4,1.5,19,1019.2,25,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08545099999,08567099999"
porto,2022-09-01T02:00:00,14.7,14.7,14.5,98.56,0,0,,0,0,9.4,1.6,69,1019,25,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08545099999,08567099999"
porto,2022-09-01T03:00:00,14.5,14.5,14.3,98.62,0,0,,0,0,9,1.6,44,1018.2,50,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08545099999,08567099999"
porto,2022-09-01T04:00:00,15.3,15.3,15,97.58,0,0,,0,0,9.4,3.6,170,1018,88,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08545099999,08567099999"
porto,2022-09-01T05:00:00,14.8,14.8,14.3,96.54,0,0,,0,0,10.1,3.6,36,1017.3,88,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08545099999,08567099999"
porto,2022-09-01T06:00:00,15.3,15.3,14.8,96.83,0,0,,0,0,10.1,5.2,138,1017.3,88,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08545099999,08567099999"
porto,2022-09-01T07:00:00,15.9,15.9,14.8,92.89,0,0,,0,0,11.2,1.7,224,1017.4,83.6,9.7,0,0,0,,Partially cloudy,partly-cloudy-night,"08551099999,08544099999,LPPR,08545099999"
porto,2022-09-01T08:00:00,16.3,16.3,15.6,95.6,0,0,,0,0,10.8,5.1,119,1017.4,88,10,61,0.2,1,,Partially cloudy,partly-cloudy-day,"08551099999,LPPR,E9663,08545099999,08567099999"
porto,2022-09-01T09:00:00,18,18,15.8,86.82,0,0,,0,0,10.8,8.4,124,1018.1,88,10,146,0.5,1,,Partially cloudy,partly-cloudy-day,"08551099999,LPPR,E9663,08545099999,08567099999"
porto,2022-09-01T10:00:00,19.7,19.7,16.3,80.53,0,0,,0,0,12.6,3.6,83,1018,83.8,10.1,269,1,3,,Partially cloudy,partly-cloudy-day,"08551099999,08544099999,LPPR,E9663,08545099999,08567099999"
porto,2022-09-01T11:00:00,20.3,20.3,16.3,78.24,0,0,,0,0,15.1,7.4,202,1018.1,88,10,358,1.3,4,,Partially cloudy,partly-cloudy-day,"08551099999,LPPR,E9663,08545099999,08567099999"
porto,2022-09-01T12:00:00,22.6,22.6,16.5,68.58,0,0,,0,0,18,8.4,249,1017.4,50,10,673,2.4,7,,Partially cloudy,partly-cloudy-day,"08551099999,LPPR,E9663,08545099999,08567099999"
porto,2022-09-01T13:00:00,21.9,21.9,16.4,70.79,0,0,,0,0,21.6,5.8,245,1017.3,49.7,10.1,741,2.7,7,,Partially cloudy,partly-cloudy-day,"08551099999,08544099999,LPPR,E9663,08545099999,08567099999"
porto,2022-09-01T14:00:00,21.7,21.7,17.5,76.97,0,0,,0,0,26.6,14.5,246,1017.3,88,10,813,2.9,8,,Partially cloudy,partly-cloudy-day,"08551099999,LPPR,E9663,08545099999,08567099999"
porto,2022-09-01T15:00:00,21.1,21.1,17.6,80.55,0,0,,0,0,30.2,12.1,256,1017.3,88,10,791,2.8,8,,Partially cloudy,partly-cloudy-day,"08551099999,LPPR,E9663,08545099999,08567099999"
porto,2022-09-01T16:00:00,21.9,21.9,17.6,76.41,0,0,,0,0,31.7,12.2,248,1017.1,27.3,10,647,2.3,6,,Partially cloudy,partly-cloudy-day,"08551099999,08544099999,LPPR,E9663,08545099999,08567099999"
porto,2022-09-01T17:00:00,21.3,21.3,17.7,79.77,0,0,,0,0,32,9.6,264,1017.1,50,10,528,1.9,5,,Partially cloudy,partly-cloudy-day,"08551099999,LPPR,E9663,08545099999,08567099999"
porto,2022-09-01T18:00:00,20.1,20.1,17.7,86.5,0,0,,0,0,31.7,8.6,246,1017.1,88,10,390,1.4,4,,Partially cloudy,partly-cloudy-day,"08551099999,LPPR,E9663,08545099999,08567099999"
porto,2022-09-01T19:00:00,19.7,19.7,17.8,88.4,0,0,,0,0,29.9,5.8,284,1017.1,83.6,10,104,0.4,1,,Partially cloudy,partly-cloudy-day,"08551099999,08544099999,LPPR,E9663,08545099999,08567099999"
porto,2022-09-01T20:00:00,18.8,18.8,17.5,91.75,0,0,,0,0,26.6,6.2,294,1017.1,50,10,39,0.1,0,,Partially cloudy,partly-cloudy-day,"08551099999,LPPR,E9663,08545099999,08567099999"
porto,2022-09-01T21:00:00,18.2,18.2,16.9,92.03,0,0,,0,0,22.7,1.8,329,1017.2,88,10,0.1,0,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08545099999,08567099999"
porto,2022-09-01T22:00:00,18,18,17.3,95.64,0,0,,0,0,21.2,7.3,298,1017.4,88.8,16.4,0,0,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08545099999,08567099999"
porto,2022-09-01T23:00:00,18,18,17.5,96.91,0,0,,0,0,19.1,6.1,319,1017.4,88,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08545099999,08567099999"
porto,2022-09-02T00:00:00,18,18,17,93.97,0,0,,0,0,14.8,8.8,334,1017.3,88,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08545099999,08567099999"
porto,2022-09-02T01:00:00,17,17,16.7,98.19,0,0,,0,0,14.8,6.9,299,1017.2,84.6,11.7,0,0,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08545099999,08567099999"
porto,2022-09-02T02:00:00,17,17,16.7,98.3,0,0,,0,0,13.7,6,328,1017.2,100,5,0,0,0,,Overcast,cloudy,"08551099999,LPPR,08545099999,08567099999"
porto,2022-09-02T03:00:00,17.7,17.7,17.1,96.14,0,0,,0,0,13.3,6.1,305,1017.1,100,10,0,0,0,,Overcast,cloudy,"08551099999,LPPR,08545099999,08567099999"
porto,2022-09-02T04:00:00,17.7,17.7,16.6,93.58,0,0,,0,0,13.7,7.1,305,1017,88.8,11.7,0,0,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08545099999,08567099999"
porto,2022-09-02T05:00:00,16.8,16.8,16.5,98.19,0,0,,0,0,13.7,9.8,327,1016.4,88,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08545099999,08567099999"
porto,2022-09-02T06:00:00,16.7,16.7,15.7,94.02,0,0,,0,0,14.4,6.1,317,1016.5,88,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08545099999,08567099999"
porto,2022-09-02T07:00:00,16.2,16.2,15.9,98.29,0,0,,0,0,14.4,9.3,333,1016.5,92.8,6.5,0,0,0,,Overcast,cloudy,"08551099999,08544099999,LPPR,08545099999,08567099999"
porto,2022-09-02T08:00:00,16.6,16.6,16.5,99.22,0,0,,0,0,16.6,8.8,329,1017.2,100,5,21,0.1,0,,Overcast,cloudy,"08551099999,LPPR,E9663,08545099999,08567099999"
porto,2022-09-02T09:00:00,16.9,16.9,16.4,96.92,0,0,,0,0,18,8.8,304,1017.3,88,7,113,0.4,1,,Partially cloudy,partly-cloudy-day,"08551099999,LPPR,E9663,08545099999,08567099999"
porto,2022-09-02T10:00:00,19.1,19.1,16.4,84.71,0,0,,0,0,20.2,7.7,318,1017.5,36.5,10.1,339,1.2,3,,Partially cloudy,partly-cloudy-day,"08551099999,08544099999,LPPR,E9663,08545099999,08567099999"
porto,2022-09-02T11:00:00,20.8,20.8,16.3,75.74,0,0,,0,0,22.3,6.2,289,1017.4,25,10,538,1.9,5,,Partially cloudy,partly-cloudy-day,"08551099999,LPPR,E9663,08545099999,08567099999"
porto,2022-09-02T12:00:00,20.4,20.4,16.4,77.69,0,0,,0,0,23.4,12.4,294,1017.3,25,10,780,2.8,8,,Partially cloudy,partly-cloudy-day,"08551099999,LPPR,E9663,08545099999,08567099999"
porto,2022-09-02T13:00:00,21,21,16.3,74.47,0,0,,0,0,27,10.2,314,1017.2,50,10,772,2.8,8,,Partially cloudy,partly-cloudy-day,"08551099999,08544099999,LPPR,E9663,08545099999,08567099999"
porto,2022-09-02T14:00:00,21.3,21.3,16.3,73.44,0,0,,0,0,30.2,19.5,306,1017.1,50,10,795,2.9,8,,Partially cloudy,partly-cloudy-day,"08551099999,LPPR,E9663,08545099999,08567099999"
porto,2022-09-02T15:00:00,21.7,21.7,16.4,71.93,0,0,,0,0,34.6,24.2,310,1017,25,10,740,2.7,7,,Partially cloudy,partly-cloudy-day,"08551099999,LPPR,E9663,08545099999,08567099999"
porto,2022-09-02T16:00:00,20.7,20.7,16.7,78.14,0,0,,0,0,32.4,20.2,310,1016.3,30.5,10,507,1.8,5,,Partially cloudy,partly-cloudy-day,"08551099999,08544099999,LPPR,E9663,08545099999,08567099999"
porto,2022-09-02T17:00:00,20.4,20.4,16.6,78.69,0,0,,0,0,35.3,20.7,314,1016.2,25,10,516,1.9,5,,Partially cloudy,partly-cloudy-day,"08551099999,LPPR,E9663,08545099999,08567099999"
porto,2022-09-02T18:00:00,20,20,16.7,81.13,0,0,,0,0,34.6,22.8,325,1016.1,25,10,415,1.5,4,,Partially cloudy,partly-cloudy-day,"08551099999,LPPR,E9663,08545099999,08567099999"
porto,2022-09-02T19:00:00,19,19,15.8,81.54,0,0,,0,0,33.5,10.8,315,1016.1,28.9,10,177,0.6,2,,Partially cloudy,partly-cloudy-day,"08551099999,08544099999,LPPR,E9663,08545099999,08567099999"
porto,2022-09-02T20:00:00,17.8,17.8,14.7,82.04,0,0,,0,0,33.5,18.4,325,1016,32.6,10,42,0.2,0,,Partially cloudy,partly-cloudy-day,"08551099999,LPPR,E9663,08545099999,08567099999"
porto,2022-09-02T21:00:00,16.9,16.9,14.6,85.99,0,0,,0,0,26.3,15.9,319,1016.1,32,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08545099999,08567099999"
porto,2022-09-02T22:00:00,16.8,16.8,14.7,87.17,0,0,,0,0,19.8,13.9,317,1016.3,32.9,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08545099999,08567099999"
porto,2022-09-02T23:00:00,16,16,15,93.75,0,0,,0,0,16.6,10.8,319,1016,4.9,10,0,0,0,,Clear,clear-night,"08551099999,LPPR,08545099999,08567099999"
porto,2022-09-03T00:00:00,15.9,15.9,14.8,92.82,0,0,,0,0,14.4,1.5,320,1016.2,3.9,10,0,0,0,,Clear,clear-night,"08551099999,LPPR,08545099999,08567099999"
porto,2022-09-03T01:00:00,14.5,14.5,14.1,97.17,0,0,,0,0,13.3,1.8,296,1015.5,5,10,0,0,0,,Clear,clear-night,"08551099999,LPPR,08545099999,08567099999"
porto,2022-09-03T02:00:00,14.2,14.2,14.1,99.11,0,0,,0,0,14,0,3,1015.4,1,10,0,0,0,,Clear,clear-night,"08551099999,LPPR,08545099999,08567099999"
porto,2022-09-03T03:00:00,13.4,13.4,13.4,99.69,0,0,,0,0,14,1.6,332,1015.3,25,6,0,0,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08545099999,08567099999"
porto,2022-09-03T04:00:00,13.3,13.3,13.2,99.44,0,0,,0,0,14,3.7,242,1015.2,25,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08545099999,08567099999"
porto,2022-09-03T05:00:00,13.9,13.9,13.9,99.98,0,0,,0,0,13.3,9.2,130,1015,27.1,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08545099999,08567099999"
porto,2022-09-03T06:00:00,12,12,12,100,0,0,,0,0,12.6,1.8,90,1015,50,9,0,0,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08545099999,08567099999"
porto,2022-09-03T07:00:00,13.5,13.5,13.2,98.37,0,0,,0,0,13.3,4.2,125,1015.3,56.3,7.8,0,0,0,,Partially cloudy,partly-cloudy-night,"08551099999,08544099999,LPPR,08545099999,08567099999"
porto,2022-09-03T08:00:00,13.1,13.1,12.8,98.14,0,0,,0,0,11.9,2.6,43,1015.4,50,6,30,0.1,0,,Partially cloudy,partly-cloudy-day,"08551099999,LPPR,E9663,08545099999,08567099999"
porto,2022-09-03T09:00:00,16.2,16.2,14.9,92.13,0,0,,0,0,12.6,10.8,102,1016.1,25,6,131,0.5,1,,Partially cloudy,partly-cloudy-day,"08551099999,LPPR,E9663,08545099999,08567099999"
porto,2022-09-03T10:00:00,18.2,18.2,14.5,79.24,0,0,,0,0,12.6,6,117,1016.3,25.8,10,339,1.2,3,,Partially cloudy,partly-cloudy-day,"08551099999,08544099999,LPPR,E9663,08545099999,08567099999"
porto,2022-09-03T11:00:00,19.9,19.9,13.4,66.15,0,0,,0,0,17.3,7.4,19,1017,25,10,550,2,6,,Partially cloudy,partly-cloudy-day,"08551099999,LPPR,E9663,08545099999,08567099999"
porto,2022-09-03T12:00:00,20,20,14.6,71.02,0,0,,0,0,21.2,10,270,1016.4,25,10,682,2.5,7,,Partially cloudy,partly-cloudy-day,"08551099999,LPPR,E9663,08545099999,08567099999"
porto,2022-09-03T13:00:00,21.2,21.2,10.4,50.05,0,0,,0,0,23.8,7.7,303,1016.3,22.7,10,761,2.7,8,,Partially cloudy,partly-cloudy-day,"08551099999,08544099999,LPPR,E9663,08545099999,08567099999"
porto,2022-09-03T14:00:00,21.1,21.1,11.5,54,0,0,,0,0,25.2,12,282,1016.3,25,10,794,2.9,8,,Partially cloudy,partly-cloudy-day,"08551099999,LPPR,E9663,08545099999,08567099999"
porto,2022-09-03T15:00:00,21,21,12.6,58.76,0,0,,0,0,26.3,12,275,1016.2,2.8,10,771,2.8,8,,Clear,clear-day,"08551099999,LPPR,E9663,08545099999,08567099999"
porto,2022-09-03T16:00:00,21.3,21.3,12,55.35,0,0,,0,0,27.4,12.3,265,1016.1,0,10,694,2.5,7,,Clear,clear-day,"08551099999,08544099999,LPPR,E9663,08545099999,08567099999"
porto,2022-09-03T17:00:00,20.5,20.5,14,66.26,0,0,,0,0,29.9,12,260,1015.4,12.3,10,565,2,6,,Clear,clear-day,"08551099999,LPPR,E9663,08545099999,08567099999"
porto,2022-09-03T18:00:00,20,20,15.3,74.16,0,0,,0,0,30.2,12,234,1015.4,19.7,10,399,1.4,4,,Clear,clear-day,"08551099999,LPPR,E9663,08545099999,08567099999"
porto,2022-09-03T19:00:00,19.2,19.2,15.5,79.31,0,0,,0,0,29.9,10.3,227,1015.4,10,10,205,0.7,2,,Clear,clear-day,"08551099999,08544099999,LPPR,E9663,08545099999,08567099999"
porto,2022-09-03T20:00:00,18.1,18.1,15.5,84.98,0,0,,0,0,26.6,11.9,197,1016,88,10,42,0.2,0,,Partially cloudy,partly-cloudy-day,"08551099999,LPPR,E9663,08545099999,08567099999"
porto,2022-09-03T21:00:00,18,18,14.9,82.02,0,0,,0,0,22.3,13.3,187,1016.2,25,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08545099999,08567099999"
porto,2022-09-03T22:00:00,17.9,17.9,15.9,87.98,0,0,,0,0,19.4,12.8,201,1017,50,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08545099999,08567099999"
porto,2022-09-03T23:00:00,18.1,18.1,15.6,85.17,0,0,,0,0,19.8,10.9,192,1017.1,88,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08545099999,08567099999"
porto,2022-09-04T00:00:00,18,18,15.5,85.65,0,0,,0,0,19.8,10.9,183,1017,88,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08545099999,08567099999"
porto,2022-09-04T01:00:00,18,18,15.5,85.6,0,0,,0,0,20.5,11.4,172,1016.4,88,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08545099999,08567099999"
porto,2022-09-04T02:00:00,17.9,17.9,15.9,88.17,0,0,,0,0,21.6,16.2,170,1016,88.8,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08545099999,08567099999"
porto,2022-09-04T03:00:00,17.9,17.9,15.9,88.28,0,0,,0,0,22.7,14.5,170,1016,88.8,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08545099999,08567099999"
porto,2022-09-04T04:00:00,18,18,15.7,86.45,0,0,,0,0,23.4,13.8,170,1016,88,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08545099999,08567099999"
porto,2022-09-04T05:00:00,18,18,15.8,87.21,0,0,,0,0,23.4,16.3,176,1015.4,88,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08545099999,08567099999"
porto,2022-09-04T06:00:00,17.8,17.8,15.7,87.22,0,0,,0,0,23.4,19,169,1015.4,88,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08545099999,08567099999"
